algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 118.183089, 16840986.798441, 80966.282685, 14134.887702, 103925, 582054, 162.049428, 0.779084, 5.600712, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[12315886.258749, 12315882.388872, 12315886.377096, 12315929.642156, 12315921.978847, 12315888.063798, 12315931.290633, 12315884.590571, 12315879.930391, 12315922.680443]", 293667.077792, 2.825760, 0.136010, 83371.221774, 0.802225, 14554.735852, 0.140050, 665606.570971, 6.404682, 12167987.508348
alg1_c, 0.147620, 15366190.506809, 73875.915898, 7387.591590, 103925, 1039250, 147.858460, 0.710858, 10.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[12463380.949319, 12463380.949319, 12463380.949319, 12463380.949319, 12463380.949319, 12463380.949319, 12463380.949319, 12463380.949319, 12463380.949319, 12463380.949319]", 279523.220905, 2.689663, 0.071086, 76070.250034, 0.731973, 7607.025003, 0.073197, 873901.256436, 8.408961, 12167987.508348
alg_bogdan, 0.244571, 16570277.795339, 79664.797093, 14008.074141, 103867, 641786, 159.533613, 0.766989, 6.178921, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[12342972.079822, 12342991.787150, 12342985.443468, 12342980.269662, 12342954.833038, 12342970.959197, 12342961.576003, 12342969.039077, 12342969.799166, 12342966.418079]", 277315.951193, 2.669914, 0.134865, 82031.078195, 0.789770, 14424.155551, 0.138871, 724416.159968, 6.974459, 12160737.408354
hdfs_3_replication_c, 0.060118, 35905674.624714, 172623.435696, 57541.145232, 102224, 306672, 351.245056, 1.688678, 3.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[2031441.791762, 2031441.791762, 2031441.791762, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", 333632.415184, 3.263739, 0.562893, 177750.864479, 1.738837, 59250.288160, 0.579612, 478268.209428, 4.678629, 11968558.208238
hdfs_rs_3_2_c, 0.085085, 16953184.010223, 81505.692357, 16301.138471, 86910, 434550, 195.065976, 0.937817, 5.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[10609363.197956, 10609363.197956, 10609363.197956, 10609363.197956, 10609363.197956, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", 269856.131499, 3.105007, 0.187563, 83926.653516, 0.965673, 16785.330703, 0.193135, 498507.021926, 5.735899, 10171910.406134
hdfs_rs_6_3_c, 0.131679, 17913187.962338, 86121.095973, 9569.010664, 101989, 917901, 175.638431, 0.844416, 9.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 14000000.000000]", 339012.741565, 3.324013, 0.093824, 88679.148328, 0.869497, 9853.238703, 0.096611, 747737.261886, 7.331548, 11942125.308225
hdfs_rs_4_2_c, 0.096880, 14617942.208863, 70278.568312, 11713.094719, 83286, 499716, 175.514999, 0.843822, 6.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[11563676.298523, 11563676.298523, 11563676.298523, 11563676.298523, 11563676.298523, 11563676.298523, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", 251978.713500, 3.025463, 0.140637, 72366.050539, 0.868886, 12061.008423, 0.144814, 521697.085955, 6.263923, 9745294.805909
hdfs_rs_0_0_c, 0.129494, 17913187.962338, 86121.095973, 9569.010664, 101989, 917901, 175.638431, 0.844416, 9.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 12009645.781962, 14000000.000000]", 339012.741565, 3.324013, 0.093824, 88679.148328, 0.869497, 9853.238703, 0.096611, 747737.261886, 7.331548, 11942125.308225
glusterfs_6_4_c, 0.095055, 14617942.208863, 70278.568312, 11713.094719, 83286, 499716, 175.514999, 0.843822, 6.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[11563676.298523, 11563676.298523, 11563676.298523, 11563676.298523, 11563676.298523, 11563676.298523, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", 251978.713500, 3.025463, 0.140637, 72366.050539, 0.868886, 12061.008423, 0.144814, 521697.085955, 6.263923, 9745294.805909
glusterfs_0_0_c, 0.095243, 14617942.208863, 70278.568312, 11713.094719, 83286, 499716, 175.514999, 0.843822, 6.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[11563676.298523, 11563676.298523, 11563676.298523, 11563676.298523, 11563676.298523, 11563676.298523, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", 251978.713500, 3.025463, 0.140637, 72366.050539, 0.868886, 12061.008423, 0.144814, 521697.085955, 6.263923, 9745294.805909
daos_1_0_c, 0.088414, 6033786.641032, 29008.589620, 3223.176624, 45889, 413001, 131.486558, 0.632147, 9.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[13329579.262108, 13329579.262108, 13329579.262108, 13329579.262108, 13329579.262108, 13329579.262108, 13329579.262108, 13329579.262108, 13329579.262108, 14000000.000000]", 103440.121232, 2.254138, 0.070239, 29870.230896, 0.650924, 3318.914544, 0.072325, 383995.044603, 8.367910, 5363365.903139
daos_2_0_c, 0.113637, 9881840.380591, 47508.847984, 4750.884798, 67573, 675730, 146.239480, 0.703074, 10.000000, "[14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000, 14000000.000000]", "[13011815.961941, 13011815.961941, 13011815.961941, 13011815.961941, 13011815.961941, 13011815.961941, 13011815.961941, 13011815.961941, 13011815.961941, 13011815.961941]", 183122.337344, 2.709993, 0.070307, 48920.001884, 0.723958, 4892.000188, 0.072396, 566274.814766, 8.380193, 7905472.304473
