algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 716.692033, 119999993.765593, 668756.288022, 139761.583417, 543796, 4114015, 220.670975, 1.229793, 7.565365, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.150957, 0.124056, 0.217384, 0.128986, 3.892140, 0.185237, 0.184010, 0.327224, 0.843893, 0.180515]", 1992321.566806, 3.663730, 0.257011, 636050.566390, 1.169649, 137382.454455, 0.252636, 3458347.312523, 6.359641, 63664716.843797
alg_bogdan, 7.371223, 119999992.251608, 668756.267562, 181400.272130, 417307, 2208793, 287.558062, 1.602552, 5.292969, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.253694, 0.271409, 0.632048, 0.250903, 0.847658, 0.488700, 0.234871, 0.281146, 4.260486, 0.227476]", 1529786.904610, 3.665855, 0.434693, 636050.549999, 1.524179, 175852.095042, 0.421397, 2225903.184831, 5.333970, 48862937.733381
alg1_c, 4.469342, 107999999.527253, 609075.219354, 109090.908832, 512462, 4680438, 210.747333, 1.188528, 9.133239, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[2000000.028447, 4000000.028449, 2000000.028447, 0.028446, 0.028446, 0.028446, 4000000.028449, 0.231200, 0.013953, 0.028446]", 1970951.439037, 3.846044, 0.212876, 579512.268982, 1.130839, 107142.856889, 0.209075, 3523441.545525, 6.875518, 59999999.641055
least_used_node, 5.895552, 119999998.815297, 668756.316994, 185507.818456, 404795, 2049843, 296.446346, 1.652086, 5.063904, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.007054, 0.255526, 0.006841, 0.008851, 0.008182, 0.209072, 0.255299, 0.211064, 0.213860, 0.008953]", 1484834.270896, 3.668114, 0.458276, 636050.593224, 1.571291, 179241.984249, 0.442797, 2110114.067747, 5.212797, 47398710.432362
hdfs_3_replication_c, 1.513850, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
hdfs_rs_3_2_c, 1.505769, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
glusterfs_6_4_c, 1.482048, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
hdfs_rs_6_3_c, 1.301279, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
hdfs_rs_4_2_c, 1.408880, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
hdfs_rs_0_0_c, 1.308598, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
