3,2,79176.86437988281
4,2,78416.52954101562
4,3,59700.05651855469
5,2,79056.51098632812
5,3,59650.90075683594
5,4,51598.671142578125
6,2,78239.103515625
6,3,59885.91101074219
6,4,52005.17321777344
6,5,52484.53503417969
7,2,79858.7197265625
7,3,60270.56457519531
7,4,51916.28454589844
7,5,52923.8603515625
7,6,47819.82922363281
8,2,78768.76281738281
8,3,60465.15319824219
8,4,52049.883056640625
8,5,53373.818115234375
8,6,47454.031982421875
8,7,42939.46203613281
9,2,79339.2080078125
9,3,60258.096923828125
9,4,52283.43420410156
9,5,52666.35791015625
9,6,47317.053955078125
9,7,43295.030517578125
9,8,40462.22302246094
10,2,79889.17077636719
10,3,60315.22570800781
10,4,51571.273193359375
10,5,52896.651123046875
10,6,48673.3623046875
10,7,43761.68542480469
10,8,40767.86779785156
10,9,38305.82165527344
11,2,78651.59594726562
11,3,59944.31994628906
11,4,51941.71667480469
11,5,52794.80895996094
11,6,47951.03405761719
11,7,42937.921875
11,8,40181.88391113281
11,9,38050.50476074219
11,10,37096.19482421875
12,2,79915.32543945312
12,3,59716.89538574219
12,4,51808.51867675781
12,5,52944.93798828125
12,6,47322.36474609375
12,7,43430.96228027344
12,8,39836.37438964844
12,9,38394.41857910156
12,10,36880.03466796875
12,11,35504.63562011719
13,2,79272.64758300781
13,3,59766.22998046875
13,4,52472.488525390625
13,5,54676.265625
13,6,48226.237548828125
13,7,44193.87634277344
13,8,41004.893798828125
13,9,38689.36950683594
13,10,37468.51550292969
13,11,35669.84228515625
13,12,35946.949462890625
14,2,81216.86352539062
14,3,61166.86328125
14,4,53655.131103515625
14,5,55272.97717285156
14,6,49992.62927246094
14,7,45378.42834472656
14,8,41861.70361328125
14,9,40104.21057128906
14,10,38541.74401855469
14,11,37610.665283203125
14,12,37291.87255859375
14,13,34832.29296875
15,2,82396.45629882812
15,3,62493.888427734375
15,4,54358.66455078125
15,5,55830.90380859375
15,6,50443.22131347656
15,7,45965.34777832031
15,8,42356.39245605469
15,9,40225.640380859375
15,10,38634.68566894531
15,11,37061.72766113281
15,12,37331.68225097656
15,13,34646.962158203125
15,14,34701.172607421875
16,2,83520.15661621094
16,3,63552.02819824219
16,4,56320.90026855469
16,5,58542.967529296875
16,6,52472.19470214844
16,7,46976.93798828125
16,8,43176.93408203125
16,9,40460.76428222656
16,10,38794.24792480469
16,11,37359.19348144531
16,12,37505.01306152344
16,13,34915.558837890625
16,14,34922.433349609375
16,15,34865.17077636719
17,2,84368.18225097656
17,3,63552.899169921875
17,4,55218.45556640625
17,5,56863.6328125
17,6,50829.20178222656
17,7,46379.65637207031
17,8,43281.34777832031
17,9,40590.727783203125
17,10,39386.73681640625
17,11,37089.43884277344
17,12,38119.92980957031
17,13,35527.54113769531
17,14,35196.670166015625
17,15,35871.05798339844
17,16,44276.78076171875
18,2,84552.78686523438
18,3,64969.123779296875
18,4,56081.63623046875
18,5,57715.26513671875
18,6,51680.043212890625
18,7,46996.3095703125
18,8,43247.89636230469
18,9,41222.76599121094
18,10,39889.8115234375
18,11,38026.85949707031
18,12,38409.85534667969
18,13,35268.42724609375
18,14,35618.59313964844
18,15,35552.365478515625
18,16,44434.423583984375
18,17,34894.62463378906
19,2,86113.34143066406
19,3,64902.0927734375
19,4,56468.63415527344
19,5,58147.83337402344
19,6,51519.55322265625
19,7,46744.04553222656
19,8,43787.240966796875
19,9,40613.45910644531
19,10,39533.88562011719
19,11,38307.72607421875
19,12,37952.0107421875
19,13,35209.29260253906
19,14,35350.26696777344
19,15,35442.08312988281
19,16,44163.06018066406
19,17,34081.20812988281
19,18,34220.96936035156
20,2,85501.35583496094
20,3,65715.33288574219
20,4,56842.76306152344
20,5,58756.337646484375
20,6,52772.173583984375
20,7,47032.27795410156
20,8,43446.706298828125
20,9,41781.29699707031
20,10,39547.20300292969
20,11,37896.9833984375
20,12,38228.296630859375
20,13,35528.17102050781
20,14,35827.34899902344
20,15,35839.070068359375
20,16,44530.84313964844
20,17,34498.38671875
20,18,35189.63659667969
20,19,34922.418701171875
