c 3 2 21.0703125
m 3 2 612.714111328125
c 3 2 21.07177734375
m 3 2 618.085205078125
c 3 2 21.541259765625
m 3 2 621.27197265625
c 3 2 23.078369140625
m 3 2 625.87060546875
c 3 2 25.556884765625
m 3 2 649.800537109375
c 3 2 21.911865234375
m 3 2 627.951904296875
c 3 2 21.44189453125
m 3 2 639.2568359375
c 3 2 21.124755859375
m 3 2 620.144287109375
c 3 2 21.634033203125
m 3 2 620.48974609375
c 3 2 21.14794921875
m 3 2 615.0458984375
c 4 2 27.475830078125
m 4 2 617.096923828125
c 4 2 27.509033203125
m 4 2 615.563232421875
c 4 2 27.756591796875
m 4 2 759.5625
c 4 2 27.691162109375
m 4 2 730.81640625
c 4 2 27.6005859375
m 4 2 705.52587890625
c 4 2 27.652587890625
m 4 2 608.8173828125
c 4 2 27.704345703125
m 4 2 618.9140625
c 4 2 28.056640625
m 4 2 626.706787109375
c 4 2 27.446533203125
m 4 2 607.625732421875
c 4 2 27.973388671875
m 4 2 649.739990234375
c 4 3 20.859130859375
m 4 3 462.3515625
c 4 3 19.8427734375
m 4 3 455.739501953125
c 4 3 30.00830078125
m 4 3 533.570556640625
c 4 3 19.873291015625
m 4 3 504.08203125
c 4 3 20.523681640625
m 4 3 462.8544921875
c 4 3 22.775634765625
m 4 3 488.286376953125
c 4 3 20.896484375
m 4 3 465.98779296875
c 4 3 19.849853515625
m 4 3 452.04931640625
c 4 3 20.113037109375
m 4 3 463.45068359375
c 4 3 20.001953125
m 4 3 463.109375
c 5 2 34.016845703125
m 5 2 635.844970703125
c 5 2 34.03076171875
m 5 2 619.433837890625
c 5 2 33.977783203125
m 5 2 609.494873046875
c 5 2 34.029296875
m 5 2 614.5283203125
c 5 2 33.947021484375
m 5 2 613.07958984375
c 5 2 34.474853515625
m 5 2 612.61767578125
c 5 2 35.60595703125
m 5 2 628.7333984375
c 5 2 34.134033203125
m 5 2 636.224853515625
c 5 2 34.46484375
m 5 2 658.0830078125
c 5 2 34.20166015625
m 5 2 611.601318359375
c 5 3 24.484130859375
m 5 3 478.08349609375
c 5 3 24.42578125
m 5 3 473.96630859375
c 5 3 24.609130859375
m 5 3 474.189208984375
c 5 3 24.646728515625
m 5 3 477.4951171875
c 5 3 30.970703125
m 5 3 465.25146484375
c 5 3 24.6298828125
m 5 3 469.240234375
c 5 3 24.60595703125
m 5 3 463.200927734375
c 5 3 25.063720703125
m 5 3 459.12841796875
c 5 3 25.179443359375
m 5 3 455.25146484375
c 5 3 24.99560546875
m 5 3 460.033203125
c 5 4 19.568359375
m 5 4 373.15771484375
c 5 4 19.53173828125
m 5 4 433.427734375
c 5 4 19.36572265625
m 5 4 368.1953125
c 5 4 19.44091796875
m 5 4 366.71240234375
c 5 4 19.616943359375
m 5 4 365.97412109375
c 5 4 19.65625
m 5 4 378.549560546875
c 5 4 20.345947265625
m 5 4 393.994140625
c 5 4 19.49951171875
m 5 4 378.157470703125
c 5 4 21.104736328125
m 5 4 371.216796875
c 5 4 19.897705078125
m 5 4 431.978759765625
c 6 2 41.222900390625
m 6 2 616.45458984375
c 6 2 41.111572265625
m 6 2 621.57861328125
c 6 2 40.65771484375
m 6 2 659.07373046875
c 6 2 41.22607421875
m 6 2 620.01904296875
c 6 2 40.824951171875
m 6 2 614.76513671875
c 6 2 40.4990234375
m 6 2 612.5908203125
c 6 2 40.796875
m 6 2 621.102783203125
c 6 2 40.47900390625
m 6 2 616.03173828125
c 6 2 45.756103515625
m 6 2 703.756591796875
c 6 2 40.62255859375
m 6 2 610.290283203125
c 6 3 29.35595703125
m 6 3 454.361328125
c 6 3 29.091552734375
m 6 3 456.164306640625
c 6 3 31.1279296875
m 6 3 533.031982421875
c 6 3 28.92578125
m 6 3 512.221435546875
c 6 3 31.209716796875
m 6 3 500.18603515625
c 6 3 29.622314453125
m 6 3 462.271240234375
c 6 3 29.28466796875
m 6 3 483.266357421875
c 6 3 29.4609375
m 6 3 468.8076171875
c 6 3 29.06494140625
m 6 3 458.01171875
c 6 3 29.1416015625
m 6 3 465.311279296875
c 6 4 23.163330078125
m 6 4 381.608642578125
c 6 4 23.062744140625
m 6 4 365.9755859375
c 6 4 23.504638671875
m 6 4 374.87646484375
c 6 4 23.281982421875
m 6 4 365.5390625
c 6 4 23.05029296875
m 6 4 363.907958984375
c 6 4 23.721435546875
m 6 4 375.331787109375
c 6 4 23.142578125
m 6 4 413.680419921875
c 6 4 23.117919921875
m 6 4 424.89306640625
c 6 4 23.365234375
m 6 4 382.32861328125
c 6 4 23.250732421875
m 6 4 360.8095703125
c 6 5 19.697998046875
m 6 5 327.23486328125
c 6 5 19.7353515625
m 6 5 329.70703125
c 6 5 19.634765625
m 6 5 330.24609375
c 6 5 19.834228515625
m 6 5 342.026123046875
c 6 5 19.800048828125
m 6 5 332.353271484375
c 6 5 19.9248046875
m 6 5 364.042724609375
c 6 5 19.660400390625
m 6 5 329.7822265625
c 6 5 20.140380859375
m 6 5 368.73828125
c 6 5 19.65478515625
m 6 5 329.677978515625
c 6 5 21.242431640625
m 6 5 329.860107421875
c 7 2 47.045166015625
m 7 2 649.753173828125
c 7 2 47.5068359375
m 7 2 612.948486328125
c 7 2 47.39892578125
m 7 2 611.884521484375
c 7 2 46.969970703125
m 7 2 618.530517578125
c 7 2 47.966064453125
m 7 2 630.960693359375
c 7 2 47.043701171875
m 7 2 678.128662109375
c 7 2 47.198486328125
m 7 2 619.080078125
c 7 2 47.562744140625
m 7 2 691.966064453125
c 7 2 47.041259765625
m 7 2 607.92529296875
c 7 2 49.272216796875
m 7 2 614.09912109375
c 7 3 33.7109375
m 7 3 458.731689453125
c 7 3 34.445068359375
m 7 3 452.800537109375
c 7 3 34.580322265625
m 7 3 498.3544921875
c 7 3 34.935546875
m 7 3 460.87109375
c 7 3 33.783447265625
m 7 3 493.79296875
c 7 3 34.27294921875
m 7 3 455.467529296875
c 7 3 34.0625
m 7 3 496.660400390625
c 7 3 34.063720703125
m 7 3 500.720703125
c 7 3 34.220458984375
m 7 3 467.7744140625
c 7 3 33.730224609375
m 7 3 457.839111328125
c 7 4 26.884033203125
m 7 4 428.8076171875
c 7 4 26.9267578125
m 7 4 366.715576171875
c 7 4 27.3466796875
m 7 4 411.038818359375
c 7 4 27.133544921875
m 7 4 372.079833984375
c 7 4 34.96484375
m 7 4 379.964111328125
c 7 4 26.959716796875
m 7 4 414.34716796875
c 7 4 27.246337890625
m 7 4 373.973876953125
c 7 4 26.90625
m 7 4 369.729736328125
c 7 4 26.894775390625
m 7 4 373.073974609375
c 7 4 42.479736328125
m 7 4 389.76611328125
c 7 5 23.159423828125
m 7 5 330.532470703125
c 7 5 23.979248046875
m 7 5 332.26318359375
c 7 5 23.371826171875
m 7 5 332.040283203125
c 7 5 23.74169921875
m 7 5 338.630615234375
c 7 5 22.924560546875
m 7 5 336.216552734375
c 7 5 23.70947265625
m 7 5 339.623779296875
c 7 5 23.051025390625
m 7 5 390.142822265625
c 7 5 22.944091796875
m 7 5 331.904052734375
c 7 5 22.83056640625
m 7 5 333.5712890625
c 7 5 23.189208984375
m 7 5 328.885498046875
c 7 6 20.1904296875
m 7 6 303.121337890625
c 7 6 20.955078125
m 7 6 310.528564453125
c 7 6 20.23095703125
m 7 6 310.388427734375
c 7 6 20.817138671875
m 7 6 318.582275390625
c 7 6 20.20361328125
m 7 6 317.960205078125
c 7 6 20.196533203125
m 7 6 315.52490234375
c 7 6 20.2470703125
m 7 6 305.877685546875
c 7 6 20.138671875
m 7 6 302.439208984375
c 7 6 20.20361328125
m 7 6 308.693359375
c 7 6 20.22119140625
m 7 6 308.200927734375
c 8 2 53.419677734375
m 8 2 615.9580078125
c 8 2 53.836181640625
m 8 2 617.9921875
c 8 2 53.97509765625
m 8 2 622.7783203125
c 8 2 54.13232421875
m 8 2 625.005859375
c 8 2 53.2998046875
m 8 2 608.7724609375
c 8 2 56.048828125
m 8 2 609.08203125
c 8 2 85.659423828125
m 8 2 680.149658203125
c 8 2 54.133544921875
m 8 2 624.810302734375
c 8 2 54.03369140625
m 8 2 616.555419921875
c 8 2 53.21630859375
m 8 2 611.189208984375
c 8 3 38.789794921875
m 8 3 468.741455078125
c 8 3 38.081298828125
m 8 3 464.308837890625
c 8 3 38.509033203125
m 8 3 472.235107421875
c 8 3 38.276123046875
m 8 3 448.99072265625
c 8 3 38.53271484375
m 8 3 459.865234375
c 8 3 38.302734375
m 8 3 456.3330078125
c 8 3 38.13427734375
m 8 3 456.868408203125
c 8 3 39.172607421875
m 8 3 459.456298828125
c 8 3 38.82861328125
m 8 3 482.314697265625
c 8 3 38.742431640625
m 8 3 469.381591796875
c 8 4 31.3984375
m 8 4 365.841796875
c 8 4 30.6279296875
m 8 4 365.05712890625
c 8 4 30.979736328125
m 8 4 371.341064453125
c 8 4 30.33154296875
m 8 4 364.80078125
c 8 4 30.84814453125
m 8 4 379.441162109375
c 8 4 30.504638671875
m 8 4 370.0224609375
c 8 4 30.61572265625
m 8 4 370.718505859375
c 8 4 30.71240234375
m 8 4 371.007080078125
c 8 4 30.83056640625
m 8 4 369.850341796875
c 8 4 30.5556640625
m 8 4 368.348876953125
c 8 5 25.879150390625
m 8 5 350.24609375
c 8 5 26.21875
m 8 5 341.56787109375
c 8 5 26.1884765625
m 8 5 336.789306640625
c 8 5 26.850341796875
m 8 5 332.131103515625
c 8 5 26.263671875
m 8 5 334.7978515625
c 8 5 26.541259765625
m 8 5 332.955322265625
c 8 5 26.39453125
m 8 5 339.220458984375
c 8 5 26.69873046875
m 8 5 360.134521484375
c 8 5 25.96630859375
m 8 5 341.711181640625
c 8 5 25.990234375
m 8 5 328.63134765625
c 8 6 23.32275390625
m 8 6 313.754150390625
c 8 6 23.2861328125
