3,2,7262.6424560546875
4,2,7168.4560546875
4,3,5611.9091796875
5,2,7053.507568359375
5,3,5687.5443115234375
5,4,4494.802001953125
6,2,7149.446044921875
6,3,5612.325439453125
6,4,4503.6929931640625
6,5,4535.169921875
7,2,7115.441162109375
7,3,5645.0721435546875
7,4,4558.5059814453125
7,5,4532.2435302734375
7,6,4340.992431640625
8,2,7193.74169921875
8,3,5721.548828125
8,4,4538.845458984375
8,5,4485.4669189453125
8,6,4236.5032958984375
8,7,3802.8265380859375
9,2,7147.396728515625
9,3,5639.3463134765625
9,4,4523.4385986328125
9,5,4537.2547607421875
9,6,4322.0235595703125
9,7,3867.3001708984375
9,8,3629.3634033203125
10,2,7156.821533203125
10,3,5612.076416015625
10,4,4504.9381103515625
10,5,4553.222900390625
10,6,4260.868408203125
10,7,3883.5772705078125
10,8,3601.9984130859375
10,9,3376.728759765625
11,2,7129.2379150390625
11,3,5606.8408203125
11,4,4543.2203369140625
11,5,4517.8463134765625
11,6,4275.2003173828125
11,7,3833.0992431640625
11,8,3516.090576171875
11,9,3371.62841796875
11,10,3158.4166259765625
12,2,7094.361328125
12,3,5607.3424072265625
12,4,4538.16015625
12,5,4505.4549560546875
12,6,4293.4775390625
12,7,3821.797119140625
12,8,3545.858154296875
12,9,3366.0604248046875
12,10,3160.2860107421875
12,11,3074.55078125
13,2,7102.27783203125
13,3,5650.748779296875
13,4,4531.0325927734375
13,5,4501.4776611328125
13,6,4254.621826171875
13,7,3820.8621826171875
13,8,3565.1630859375
13,9,3360.1376953125
13,10,3180.4942626953125
13,11,3075.6651611328125
13,12,2926.3526611328125
14,2,7141.7366943359375
14,3,5735.8682861328125
14,4,4550.3721923828125
14,5,4469.295166015625
14,6,4289.0836181640625
14,7,3898.682373046875
14,8,3546.3223876953125
14,9,3373.926513671875
14,10,3189.0455322265625
14,11,3116.7779541015625
14,12,2928.614501953125
14,13,2903.3087158203125
15,2,7219.122802734375
15,3,5660.256591796875
15,4,4511.439697265625
15,5,4511.14599609375
15,6,4301.3604736328125
15,7,3868.3760986328125
15,8,3527.1993408203125
15,9,3350.7703857421875
15,10,3162.990478515625
15,11,3039.242431640625
15,12,2906.7025146484375
15,13,2907.036865234375
15,14,2831.2103271484375
16,2,7130.94677734375
16,3,5589.688232421875
16,4,4489.25537109375
16,5,4513.3468017578125
16,6,4278.42822265625
16,7,3843.4554443359375
16,8,3555.285888671875
16,9,3362.4388427734375
16,10,3164.8826904296875
16,11,3055.3863525390625
16,12,2901.208251953125
16,13,2890.31787109375
16,14,2816.7310791015625
16,15,2813.398681640625
17,2,7097.727783203125
17,3,5617.4793701171875
17,4,4476.6400146484375
17,5,4496.5970458984375
17,6,4285.027099609375
17,7,3861.01904296875
17,8,3532.8941650390625
17,9,3333.5384521484375
17,10,3194.0478515625
17,11,3088.1199951171875
17,12,2931.2537841796875
17,13,2901.7213134765625
17,14,2811.2080078125
17,15,2795.7418212890625
17,16,2763.9051513671875
18,2,7080.313232421875
18,3,5637.954833984375
18,4,4475.9144287109375
18,5,4505.866943359375
18,6,4276.7490234375
18,7,3845.6883544921875
18,8,3545.5911865234375
18,9,3364.362548828125
18,10,3189.822021484375
18,11,3072.590087890625
18,12,2929.192138671875
18,13,2896.28857421875
18,14,2780.3720703125
18,15,2776.7801513671875
18,16,2766.5833740234375
18,17,2724.197021484375
19,2,7092.697021484375
19,3,5675.927490234375
19,4,4494.2415771484375
19,5,4503.290771484375
19,6,4227.08349609375
19,7,3825.845458984375
19,8,3526.2210693359375
19,9,3317.970703125
19,10,3177.6494140625
19,11,3067.009521484375
19,12,2881.29541015625
19,13,2883.9736328125
19,14,2800.81396484375
19,15,2794.963134765625
19,16,2777.82080078125
19,17,2740.44384765625
19,18,2727.0863037109375
20,2,7134.295166015625
20,3,5650.7392578125
20,4,4475.150146484375
20,5,4451.502685546875
20,6,4258.2923583984375
20,7,3819.7186279296875
20,8,3550.6356201171875
20,9,3338.865966796875
20,10,3170.0048828125
20,11,3067.1123046875
20,12,2921.8721923828125
20,13,2937.2525634765625
20,14,2826.618408203125
20,15,2831.808837890625
20,16,2827.177734375
20,17,2742.32080078125
20,18,2754.8905029296875
20,19,2701.7386474609375
