c 3 2 206.28125
m 3 2 8114.1064453125
c 3 2 218.49365234375
m 3 2 7431.06201171875
c 3 2 202.409423828125
m 3 2 7134.4189453125
c 3 2 202.03662109375
m 3 2 7393.355224609375
c 3 2 202.37353515625
m 3 2 7237.787841796875
c 3 2 203.23388671875
m 3 2 7444.833740234375
c 3 2 272.61376953125
m 3 2 7130.443115234375
c 3 2 202.904541015625
m 3 2 7093.356201171875
c 3 2 205.146240234375
m 3 2 7287.4970703125
c 3 2 205.680419921875
m 3 2 7100.31396484375
c 4 2 292.62646484375
m 4 2 7155.96044921875
c 4 2 265.44921875
m 4 2 7180.95166015625
c 4 2 269.260986328125
m 4 2 7059.702392578125
c 4 2 269.972900390625
m 4 2 7068.760986328125
c 4 2 269.544921875
m 4 2 7182.73779296875
c 4 2 276.5556640625
m 4 2 7088.57763671875
c 4 2 284.818603515625
m 4 2 7202.5009765625
c 4 2 265.904296875
m 4 2 7192.269775390625
c 4 2 266.74658203125
m 4 2 7431.0634765625
c 4 2 267.105712890625
m 4 2 7013.84033203125
c 4 3 195.118408203125
m 4 3 5569.601318359375
c 4 3 194.6494140625
m 4 3 5910.786865234375
c 4 3 195.807861328125
m 4 3 5680.26123046875
c 4 3 194.633544921875
m 4 3 5692.577880859375
c 4 3 202.473876953125
m 4 3 5624.0283203125
c 4 3 194.993896484375
m 4 3 5546.806884765625
c 4 3 196.60498046875
m 4 3 5540.176513671875
c 4 3 193.9296875
m 4 3 5524.44482421875
c 4 3 194.495361328125
m 4 3 5610.09423828125
c 4 3 195.85107421875
m 4 3 5613.72412109375
c 5 2 330.14013671875
m 5 2 7044.630126953125
c 5 2 330.121826171875
m 5 2 6979.68603515625
c 5 2 329.053955078125
m 5 2 7036.35107421875
c 5 2 347.64794921875
m 5 2 7119.382080078125
c 5 2 331.684814453125
m 5 2 7177.54296875
c 5 2 328.821533203125
m 5 2 7139.30615234375
c 5 2 330.403076171875
m 5 2 6990.705322265625
c 5 2 332.047119140625
m 5 2 7055.960693359375
c 5 2 360.94140625
m 5 2 7276.400146484375
c 5 2 333.90234375
m 5 2 7051.054443359375
c 5 3 247.61279296875
m 5 3 5765.871826171875
c 5 3 242.010009765625
m 5 3 5721.30859375
c 5 3 242.677978515625
m 5 3 5659.585693359375
c 5 3 243.510498046875
m 5 3 5792.904296875
c 5 3 240.580322265625
m 5 3 5618.437744140625
c 5 3 244.927001953125
m 5 3 5614.30126953125
