3,2,39421.73132324219
4,2,39773.94470214844
4,3,30071.588134765625
5,2,39373.73693847656
5,3,30102.78173828125
5,4,24236.27197265625
6,2,39728.17639160156
6,3,30044.070922851562
6,4,24185.326904296875
6,5,24612.666625976562
7,2,39376.407958984375
7,3,29996.784057617188
7,4,24448.269897460938
7,5,24432.837524414062
7,6,23277.051025390625
8,2,39511.96911621094
8,3,29818.88818359375
8,4,24380.90185546875
8,5,24554.502563476562
8,6,23349.417602539062
8,7,21166.03271484375
9,2,39641.16564941406
9,3,29821.870239257812
9,4,24393.013671875
9,5,24523.403198242188
9,6,23415.331298828125
9,7,21203.692260742188
9,8,19881.947509765625
10,2,39420.24560546875
10,3,29929.908935546875
10,4,24370.917724609375
10,5,24560.218627929688
10,6,23464.6640625
10,7,21419.907348632812
10,8,19459.706298828125
10,9,18683.374755859375
11,2,39360.28271484375
11,3,30072.897094726562
11,4,24342.162109375
11,5,24538.35693359375
11,6,23532.684326171875
11,7,21221.339721679688
11,8,19557.77392578125
11,9,18630.152709960938
11,10,18042.552001953125
12,2,39117.60217285156
12,3,29686.170654296875
12,4,24362.103637695312
12,5,24585.106811523438
12,6,23354.8056640625
12,7,21212.94580078125
12,8,19553.90576171875
12,9,18714.239013671875
12,10,17907.629516601562
12,11,17058.69482421875
13,2,39188.154541015625
13,3,29755.624755859375
13,4,24336.281616210938
13,5,24570.078491210938
13,6,23703.474243164062
13,7,21276.685424804688
13,8,19619.891235351562
13,9,18774.093139648438
13,10,18127.655517578125
13,11,17177.483032226562
13,12,17489.058471679688
14,2,39702.4326171875
14,3,30312.836669921875
14,4,24424.138427734375
14,5,25020.4150390625
14,6,23499.03955078125
14,7,21438.939575195312
14,8,19603.989990234375
14,9,18800.2177734375
14,10,18022.750610351562
14,11,17307.826171875
14,12,17348.183471679688
14,13,16041.26171875
15,2,39619.92565917969
15,3,29787.914428710938
15,4,24373.242797851562
15,5,24641.875
15,6,23919.890747070312
15,7,22151.874145507812
15,8,20232.205200195312
15,9,19750.131103515625
15,10,18557.896362304688
15,11,17990.740112304688
15,12,17769.697021484375
15,13,16650.125122070312
15,14,16513.266845703125
16,2,40548.80090332031
16,3,29947.636474609375
16,4,24393.565307617188
16,5,24537.794677734375
16,6,23333.507080078125
16,7,21190.694458007812
16,8,19483.991088867188
16,9,18640.560668945312
16,10,17932.156494140625
16,11,17212.058349609375
16,12,17308.783569335938
16,13,16096.825439453125
16,14,15810.115112304688
16,15,15797.48388671875
17,2,39648.653564453125
17,3,29950.636474609375
17,4,24344.083618164062
17,5,24439.798461914062
17,6,23322.244140625
17,7,21200.349243164062
17,8,19583.2724609375
17,9,18695.652221679688
17,10,17878.211181640625
17,11,17038.666137695312
17,12,17287.5947265625
17,13,15894.300903320312
17,14,15802.852905273438
17,15,15873.681884765625
17,16,19148.882080078125
18,2,39179.43420410156
18,3,30049.73193359375
18,4,24280.106811523438
18,5,24604.3818359375
18,6,23401.746704101562
18,7,21040.55859375
18,8,19503.555786132812
18,9,18721.914672851562
18,10,18052.851806640625
18,11,17167.034301757812
18,12,17424.544189453125
18,13,16038.76708984375
18,14,15873.5947265625
18,15,15904.651000976562
18,16,19185.817626953125
18,17,15533.422729492188
19,2,39748.411376953125
19,3,29795.058227539062
19,4,24369.267578125
19,5,24664.614990234375
19,6,23336.48193359375
19,7,21316.198852539062
19,8,19594.75244140625
19,9,18798.553955078125
19,10,17936.443969726562
19,11,17736.878173828125
19,12,17861.971801757812
19,13,16508.125732421875
19,14,16228.501220703125
19,15,16474.066528320312
19,16,19778.948486328125
19,17,15579.126708984375
19,18,15608.929565429688
20,2,39088.91442871094
20,3,29730.755493164062
20,4,24380.031127929688
20,5,24410.49658203125
20,6,23335.254028320312
20,7,21140.433715820312
20,8,19723.72265625
20,9,18680.922485351562
20,10,17968.996215820312
20,11,17170.604858398438
20,12,17335.744140625
20,13,15832.428344726562
20,14,15856.157836914062
20,15,16007.474975585938
20,16,19026.457153320312
20,17,15378.756469726562
20,18,15412.642456054688
20,19,15350.881225585938
