algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 745.229509, 109067564.966920, 627044.879845, 151177.850711, 539507, 2959854, 202.161538, 1.162255, 5.486220, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[1367696.782347, 2.182386, 0.237620, 0.009650, 0.218747, 0.141643, 0.245416, 0.156200, 1552692.150110, 12042.908959]", 1736360.881146, 3.218421, 0.280215, 619551.806427, 1.148367, 154978.496789, 0.287259, 3165256.407472, 5.866942, 63161197.543459
alg1_c, 3.766154, 101999997.902953, 592701.123366, 99714.283767, 529505, 4680235, 192.632738, 1.119349, 8.838887, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[2000000.241821, 6000000.241820, 0.241821, 0.209824, 0.211169, 0.241821, 0.241821, 0.211169, 2000000.241821, 0.013953]", 1876009.313442, 3.542949, 0.188316, 585839.132948, 1.106390, 103448.273777, 0.195368, 3728973.061146, 7.042376, 61999998.642372
alg_bogdan, 6.709438, 111999997.140667, 645707.110425, 178431.041167, 472694, 2363050, 236.939748, 1.366015, 4.999111, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.168702, 0.146506, 0.043575, 0.196441, 0.478979, 0.102119, 0.568593, 0.452940, 0.529625, 0.171849]", 1569435.553957, 3.320194, 0.377477, 639079.385090, 1.351994, 182338.016946, 0.385742, 2635787.826030, 5.576097, 55342024.638085
hdfs_3_replication_c, 1.407441, 101999318.770304, 565702.847264, 203473.492571, 290406, 871219, 351.230067, 1.947972, 3.000003, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[52.290283, 44.187631, 124.691726, 2.793289, 75.194733, 81.391775, 99.591550, 0.000000, 10000099.591550, 101.497159]", 947769.970419, 3.263603, 0.700652, 552868.353975, 1.903777, 199105.271403, 0.685610, 1358645.404126, 4.678434, 33999772.923435
hdfs_rs_3_2_c, 0.590827, 89999998.561840, 485682.163335, 115406.894861, 461224, 2306120, 195.132947, 1.053029, 5.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.157116, 0.287632, 0.191758, 0.159802, 0.027906, 2000000.259726, 4000000.127830, 2000000.095874, 14000000.000000, 0.130516]", 1432594.138019, 3.106070, 0.250219, 470802.020751, 1.020767, 110165.893986, 0.238856, 2646486.143361, 5.737963, 53999999.137105
hdfs_rs_6_3_c, 0.704898, 71999998.099480, 409809.548079, 63999.998311, 409962, 3689658, 175.626029, 0.999628, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[6000000.211168, 10000000.211168, 4000000.211168, 2000000.211169, 0.211169, 4000000.211168, 4000000.211168, 0.211169, 6000000.211168, 4000000.000000]", 1362622.871803, 3.323778, 0.156112, 408781.777728, 0.997121, 68965.515421, 0.168224, 3005448.842083, 7.331042, 47999998.732987
hdfs_rs_4_2_c, 0.859468, 71999998.099480, 396500.932913, 78098.104736, 409962, 2459772, 175.626029, 0.967165, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[12000000.148671, 6000000.316753, 0.316753, 0.293159, 0.144487, 0.316753, 0.316753, 6000000.023595, 14000000.000000, 2000000.023595]", 1241107.391092, 3.027372, 0.190501, 385605.477443, 0.940588, 73517.124257, 0.179327, 2569601.405744, 6.267901, 47999998.732987
hdfs_rs_0_0_c, 0.879003, 71999998.099480, 409809.548079, 63999.998311, 409962, 3689658, 175.626029, 0.999628, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[6000000.211168, 10000000.211168, 4000000.211168, 2000000.211169, 0.211169, 4000000.211168, 4000000.211168, 0.211169, 6000000.211168, 4000000.000000]", 1362622.871803, 3.323778, 0.156112, 408781.777728, 0.997121, 68965.515421, 0.168224, 3005448.842083, 7.331042, 47999998.732987
glusterfs_6_4_c, 0.834016, 71999998.099480, 396500.932913, 78098.104736, 409962, 2459772, 175.626029, 0.967165, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[12000000.148671, 6000000.316753, 0.316753, 0.293159, 0.144487, 0.316753, 0.316753, 6000000.023595, 14000000.000000, 2000000.023595]", 1241107.391092, 3.027372, 0.190501, 385605.477443, 0.940588, 73517.124257, 0.179327, 2569601.405744, 6.267901, 47999998.732987
glusterfs_0_0_c, 0.842651, 71999998.099480, 396500.932913, 78098.104736, 409962, 2459772, 175.626029, 0.967165, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[12000000.148671, 6000000.316753, 0.316753, 0.293159, 0.144487, 0.316753, 0.316753, 6000000.023595, 14000000.000000, 2000000.023595]", 1241107.391092, 3.027372, 0.190501, 385605.477443, 0.940588, 73517.124257, 0.179327, 2569601.405744, 6.267901, 47999998.732987
