algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 763.745369, 119999941.558822, 668755.838124, 151383.392990, 736180, 5199889, 163.003534, 0.908413, 7.063339, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[4.208389, 2.463077, 0.026191, 0.231044, 0.231416, 0.214425, 0.033138, 0.047713, 50.802670, 0.183146]", 2122485.074761, 2.883106, 0.205634, 636050.190880, 0.863987, 147588.225266, 0.200478, 5145673.908412, 6.989695, 86191778.459094
alg1_c, 3.225389, 116026869.883114, 647426.436140, 126187.582599, 751642, 6263811, 154.364538, 0.861349, 8.333503, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.453696, 1986563.938691, 0.457035, 0.326768, 0.169959, 0.150239, 1986563.938691, 0.390900, 0.092430, 0.198465]", 2137201.596263, 2.843377, 0.167883, 615335.082369, 0.818654, 121772.546376, 0.162009, 5639556.452206, 7.502982, 87999997.760493
alg_bogdan, 5.590070, 119999997.907513, 668756.311069, 191804.243135, 592197, 3127009, 202.635268, 1.129280, 5.280353, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.046556, 0.027590, 0.299836, 0.075887, 0.325453, 0.272361, 0.247727, 0.245190, 0.248915, 0.302976]", 1814303.874223, 3.063683, 0.323886, 636050.587449, 1.074052, 187015.459774, 0.315799, 3560085.635671, 6.011658, 69337567.347515
hdfs_3_replication_c, 9.189224, 102000167.770298, 530229.349607, 196393.564678, 290430, 871290, 351.203966, 1.825670, 3.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[1.090283, 1.288918, 1.090283, 1.292027, 0.092027, 1.391892, 7999875.994258, 0.194258, 1.097144, 9999948.698614]", 947777.990808, 3.263361, 0.676217, 499707.212254, 1.720577, 191718.359880, 0.660119, 1358655.969562, 4.678084, 34000055.923433
hdfs_rs_3_2_c, 0.544446, 89999998.561840, 462354.225442, 110119.886816, 461224, 2306120, 195.132947, 1.002450, 5.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.157116, 0.422339, 0.157116, 0.191758, 0.191758, 6000000.095874, 10000000.095875, 4000000.130516, 0.130516, 9999999.865294]", 1432594.138019, 3.106070, 0.238756, 432665.906267, 0.938082, 104065.381782, 0.225629, 2646486.143361, 5.737963, 53999999.137105
hdfs_rs_6_3_c, 0.684010, 71999998.099480, 397851.425714, 72077.920160, 409962, 3689658, 175.626029, 0.970459, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[6000000.211168, 8000000.211167, 6000000.211168, 4000000.211168, 4000000.211168, 4000000.211168, 8000000.211167, 0.211169, 0.013953, 8000000.197215]", 1362622.871803, 3.323778, 0.175816, 376338.555814, 0.917984, 65789.471818, 0.160477, 3005448.842083, 7.331042, 47999998.732987
hdfs_rs_4_2_c, 0.596250, 83999998.107546, 412320.186099, 81015.035939, 478311, 2869866, 175.617952, 0.862034, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.315409, 2000000.315409, 0.315409, 0.316753, 0.316753, 0.316753, 13999999.998656, 5999999.998656, 1999999.998656, 12000000.000000]", 1447958.994201, 3.027233, 0.169377, 387132.172488, 0.809373, 78529.655811, 0.164181, 2997862.668514, 6.267601, 55999998.738364
hdfs_rs_0_0_c, 0.686162, 71999998.099480, 397851.425714, 72077.920160, 409962, 3689658, 175.626029, 0.970459, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[6000000.211168, 8000000.211167, 6000000.211168, 4000000.211168, 4000000.211168, 4000000.211168, 8000000.211167, 0.211169, 0.013953, 8000000.197215]", 1362622.871803, 3.323778, 0.175816, 376338.555814, 0.917984, 65789.471818, 0.160477, 3005448.842083, 7.331042, 47999998.732987
glusterfs_6_4_c, 0.599287, 83999998.107546, 412320.186099, 81015.035939, 478311, 2869866, 175.617952, 0.862034, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.315409, 2000000.315409, 0.315409, 0.316753, 0.316753, 0.316753, 13999999.998656, 5999999.998656, 1999999.998656, 12000000.000000]", 1447958.994201, 3.027233, 0.169377, 387132.172488, 0.809373, 78529.655811, 0.164181, 2997862.668514, 6.267601, 55999998.738364
glusterfs_0_0_c, 0.597363, 83999998.107546, 412320.186099, 81015.035939, 478311, 2869866, 175.617952, 0.862034, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.315409, 2000000.315409, 0.315409, 0.316753, 0.316753, 0.316753, 13999999.998656, 5999999.998656, 1999999.998656, 12000000.000000]", 1447958.994201, 3.027233, 0.169377, 387132.172488, 0.809373, 78529.655811, 0.164181, 2997862.668514, 6.267601, 55999998.738364
