algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 673.617212, 111999979.050536, 645706.990912, 206456.519793, 663443, 2858674, 168.816280, 0.973267, 4.308846, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[6.631211, 0.004810, 0.185462, 0.120572, 2.231965, 0.007991, 0.031984, 0.125722, 11.607254, 0.002497]", 1839657.166343, 2.772894, 0.311190, 639079.258657, 0.963277, 208828.272134, 0.314764, 3872992.957453, 5.837718, 77676765.853353
alg1_c, 3.043521, 101999998.857339, 592701.128880, 99714.284575, 597893, 5244322, 170.599085, 0.991316, 8.771339, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[2000000.141014, 6000000.141017, 0.141015, 0.267459, 0.008780, 0.141015, 0.141015, 0.008780, 2000000.141014, 0.011544]", 1916010.326866, 3.204604, 0.166776, 585839.138496, 0.979839, 103448.274646, 0.173021, 4391420.148284, 7.344826, 69999999.148148
alg_bogdan, 5.222621, 111999998.625187, 645707.120082, 204473.392811, 594302, 2599716, 188.456372, 1.086497, 4.374402, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.240393, 0.064339, 0.037829, 0.047854, 0.272070, 0.237243, 0.028061, 0.143552, 0.158217, 0.145256]", 1731032.289185, 2.912715, 0.344056, 639079.394788, 1.075345, 207920.613588, 0.349857, 3396495.511466, 5.715100, 69579645.147806
hdfs_3_replication_c, 1.279807, 101999318.770304, 565702.847264, 203473.492571, 290406, 871219, 351.230067, 1.947972, 3.000003, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[52.290283, 44.187631, 124.691726, 2.793289, 75.194733, 81.391775, 99.591550, 0.000000, 10000099.591550, 101.497159]", 947769.970419, 3.263603, 0.700652, 552868.353975, 1.903777, 199105.271403, 0.685610, 1358645.404126, 4.678434, 33999772.923435
hdfs_rs_3_2_c, 0.563336, 99999997.901755, 551801.780189, 129549.750946, 512462, 2562310, 195.136416, 1.076766, 5.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.157116, 0.287632, 0.191758, 0.159802, 0.027906, 0.391742, 2000000.259847, 0.227890, 8000000.262534, 2000000.132017]", 1591773.240316, 3.106129, 0.252799, 543380.372919, 1.060333, 131814.842665, 0.257219, 2940542.237426, 5.738069, 59999998.741055
hdfs_rs_6_3_c, 0.703673, 71999998.099480, 409809.548079, 63999.998311, 409962, 3689658, 175.626029, 0.999628, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[6000000.211168, 10000000.211168, 4000000.211168, 2000000.211169, 0.211169, 4000000.211168, 4000000.211168, 0.211169, 6000000.211168, 4000000.000000]", 1362622.871803, 3.323778, 0.156112, 408781.777728, 0.997121, 68965.515421, 0.168224, 3005448.842083, 7.331042, 47999998.732987
hdfs_rs_4_2_c, 0.648719, 83999998.107546, 452013.808564, 88119.619486, 478311, 2869866, 175.617952, 0.945021, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.315409, 4000000.315409, 0.316753, 0.293159, 0.144487, 0.316753, 6000000.170922, 4000000.022250, 11999999.998656, 1999999.998656]", 1447958.994201, 3.027233, 0.184231, 442406.256672, 0.924934, 88220.909624, 0.184443, 2997862.668514, 6.267601, 55999998.738364
hdfs_rs_0_0_c, 0.666596, 71999998.099480, 409809.548079, 63999.998311, 409962, 3689658, 175.626029, 0.999628, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[6000000.211168, 10000000.211168, 4000000.211168, 2000000.211169, 0.211169, 4000000.211168, 4000000.211168, 0.211169, 6000000.211168, 4000000.000000]", 1362622.871803, 3.323778, 0.156112, 408781.777728, 0.997121, 68965.515421, 0.168224, 3005448.842083, 7.331042, 47999998.732987
glusterfs_6_4_c, 0.624601, 83999998.107546, 452013.808564, 88119.619486, 478311, 2869866, 175.617952, 0.945021, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.315409, 4000000.315409, 0.316753, 0.293159, 0.144487, 0.316753, 6000000.170922, 4000000.022250, 11999999.998656, 1999999.998656]", 1447958.994201, 3.027233, 0.184231, 442406.256672, 0.924934, 88220.909624, 0.184443, 2997862.668514, 6.267601, 55999998.738364
glusterfs_0_0_c, 0.617917, 83999998.107546, 452013.808564, 88119.619486, 478311, 2869866, 175.617952, 0.945021, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.315409, 4000000.315409, 0.316753, 0.293159, 0.144487, 0.316753, 6000000.170922, 4000000.022250, 11999999.998656, 1999999.998656]", 1447958.994201, 3.027233, 0.184231, 442406.256672, 0.924934, 88220.909624, 0.184443, 2997862.668514, 6.267601, 55999998.738364
