algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 83.001770, 20917778.414332, 113568.556179, 28970.449101, 103925, 501332, 201.277637, 1.092793, 4.823979, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[11126564.748227, 13625104.547008, 8403560.031004, 8403564.098860, 8000000.000000, 8445077.697577, 8579810.664213, 8000000.000000, 12498539.798781, 4000000.000000]", 324096.986904, 3.118566, 0.278763, 112102.629992, 1.078688, 29610.151298, 0.284918, 587626.957890, 5.654337, 12167987.508348
alg1_c, 0.216865, 20279979.180579, 121993.740799, 18107.124268, 103925, 1039250, 195.140526, 1.173863, 10.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[11972002.081941, 15972002.081943, 9972002.081941, 7972002.081942, 5972002.081942, 9972002.081941, 9972002.081941, 5972002.081942, 11972002.081941, 1972002.081942]", 392610.014168, 3.777821, 0.174233, 118874.181654, 1.143846, 17482.740673, 0.168225, 762262.714308, 7.334739, 12167987.508348
alg_bogdan, 0.405632, 29401920.520112, 166311.026349, 47523.852751, 103925, 502214, 282.914799, 1.600299, 4.832466, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[8447071.996346, 11916006.245826, 8446952.397610, 8447072.048884, 8000000.000000, 8447071.947531, 8446952.397576, 8000000.000000, 8446952.446115, 4000000.000000]", 370290.859107, 3.563059, 0.457290, 166948.057449, 1.606428, 50917.951927, 0.489949, 541607.780271, 5.211525, 12167987.508348
hdfs_3_replication_c, 0.055878, 36503962.525043, 174513.894110, 63089.172993, 103925, 311775, 351.252947, 1.679229, 3.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[1832012.491652, 5832012.491652, 124.691726, 9831887.799926, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 339192.085174, 3.263816, 0.607064, 168588.895608, 1.622217, 59689.475910, 0.574351, 486236.961778, 4.678729, 12167987.508348
hdfs_rs_3_2_c, 0.070403, 20279979.180579, 102364.463476, 22163.911673, 103925, 519625, 195.140526, 0.984984, 5.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[9944004.163885, 13944004.163884, 7944004.163885, 5944004.163884, 3944004.163884, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 322810.873094, 3.106191, 0.213268, 99498.150902, 0.957403, 22408.816774, 0.215625, 596340.204570, 5.738179, 12167987.508348
hdfs_rs_6_3_c, 0.124355, 18251981.262521, 103886.616530, 16223.983344, 103925, 935325, 175.626474, 0.999631, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[11972002.081941, 15972002.081943, 9972002.081941, 7972002.081942, 5972002.081942, 9972002.081941, 9972002.081941, 5972002.081942, 11972002.081941, 4000000.000000]", 345424.534570, 3.323787, 0.156112, 103626.077007, 0.997124, 17482.740673, 0.168225, 761878.891533, 7.331045, 12167987.508348
hdfs_rs_4_2_c, 0.099184, 18251981.262521, 98840.227696, 18325.282392, 103925, 623550, 175.626474, 0.951073, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[14000000.000000, 14958003.122913, 8958003.122913, 6958003.122913, 4958003.122913, 8958003.122913, 8958003.122913, 8000000.000000, 14000000.000000, 4000000.000000]", 314620.267054, 3.027378, 0.176332, 96742.360846, 0.930886, 17789.455422, 0.171176, 651391.825966, 6.267903, 12167987.508348
hdfs_rs_0_0_c, 0.123982, 18251981.262521, 103886.616530, 16223.983344, 103925, 935325, 175.626474, 0.999631, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[11972002.081941, 15972002.081943, 9972002.081941, 7972002.081942, 5972002.081942, 9972002.081941, 9972002.081941, 5972002.081942, 11972002.081941, 4000000.000000]", 345424.534570, 3.323787, 0.156112, 103626.077007, 0.997124, 17482.740673, 0.168225, 761878.891533, 7.331045, 12167987.508348
glusterfs_6_4_c, 0.099831, 18251981.262521, 98840.227696, 18325.282392, 103925, 623550, 175.626474, 0.951073, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[14000000.000000, 14958003.122913, 8958003.122913, 6958003.122913, 4958003.122913, 8958003.122913, 8958003.122913, 8000000.000000, 14000000.000000, 4000000.000000]", 314620.267054, 3.027378, 0.176332, 96742.360846, 0.930886, 17789.455422, 0.171176, 651391.825966, 6.267903, 12167987.508348
glusterfs_0_0_c, 0.100096, 18251981.262521, 98840.227696, 18325.282392, 103925, 623550, 175.626474, 0.951073, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[14000000.000000, 14958003.122913, 8958003.122913, 6958003.122913, 4958003.122913, 8958003.122913, 8958003.122913, 8000000.000000, 14000000.000000, 4000000.000000]", 314620.267054, 3.027378, 0.176332, 96742.360846, 0.930886, 17789.455422, 0.171176, 651391.825966, 6.267903, 12167987.508348
daos_1_0_c, 0.199619, 40040542.027548, 197934.032649, 54403.211391, 87963, 351852, 455.197549, 2.250196, 4.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[3989864.493113, 7989864.493113, 1989864.493113, 0.693100, 7989863.800013, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 317858.881262, 3.613552, 0.618478, 190259.046772, 2.162944, 51602.389285, 0.586637, 400328.891779, 4.551105, 10010135.506887
