ID, Size, Total Transfer Time, Transfer Time Parralelized, Chunking Time, N, K
0, 180.5, 1.4084167983412397, 0.31174438687070355, 4.7981116147855465, 5, 3
1, 124.1, 0.9683353167759012, 0.21433506045162368, 3.281746203783445, 5, 3
2, 10.3, 0.0803694904383037, 0.01778929188384293, 0.27506166565421325, 5, 3
3, 7.0, 0.05462004205603211, 0.012089810020488161, 0.18693511258053325, 5, 3
4, 3.4, 0.026529734694243353, 0.005872193434386674, 0.09351639190829253, 5, 3
5, 1.9, 0.01482543997106518, 0.0032815198592571395, 0.052259160184045826, 5, 3
6, 4.1, 0.031991738921647514, 0.007081174441260995, 0.11276976671294099, 5, 3
7, 2.9, 0.022628303134384593, 0.005008635579227166, 0.07976398133354362, 5, 3
8, 3.7, 0.02887059363015861, 0.006390328147482378, 0.10176783825314187, 5, 3
9, 191.8, 1.4965891519428627, 0.3312607944745165, 5.0984920095061925, 5, 3
10, 158.3, 1.235193236473084, 0.27340241796650727, 4.207983759670649, 5, 3
11, 2.2, 0.017166298906980435, 0.0037996545723528443, 0.06051060652889517, 5, 3
12, 165.9, 1.2944949964009465, 0.2865284974131868, 4.410009511872144, 5, 3
13, 192.6, 1.5028314424386369, 0.3326424870427717, 5.119757878158981, 5, 3
14, 856.1, 6.680031141686849, 1.4785837651148361, 22.864859383866158, 5, 3
15, 71.4, 0.5571244288407218, 0.1233160621800262, 1.9099153666406898, 5, 3
16, 65.3, 0.5095269636360373, 0.11278065630847617, 1.7467433255131237, 5, 3
17, 56.1, 0.4377406226294229, 0.09689119170598416, 1.5006477880748277, 5, 3
18, 107.4, 0.838027502196998, 0.18549222798313503, 2.840125240018872, 5, 3
19, 115.5, 0.9012306936847192, 0.19948186528497408, 3.054324629629233, 5, 3
20, 123.3, 0.9620930262365254, 0.21295336787371746, 3.2605907085132855, 5, 3
21, 9.4, 0.07334691358695604, 0.016234887734904807, 0.25102715117957325, 5, 3
22, 92.2, 0.7194239822976708, 0.15924006908012486, 2.438170829885847, 5, 3
23, 124.0, 0.9675550304639297, 0.2141623488805918, 3.279101766874675, 5, 3
24, 203.5, 1.5878826507923727, 0.3514680483624571, 5.409505338553234, 5, 3
25, 110.9, 0.865337523203213, 0.1915371329885536, 2.9326805318258184, 5, 3
26, 124.6, 0.9722367483357602, 0.2151986183067832, 3.294968388327294, 5, 3
27, 187.2, 1.4606959814613563, 0.323316062178096, 4.976213264752654, 5, 3
28, 75.1, 0.5859950224708803, 0.12970639032750858, 1.9859721184861943, 5, 3
29, 153.4, 1.1969592070120605, 0.26493955094734006, 4.077730314172314, 5, 3
30, 2.2, 0.017166298906980435, 0.0037996545723528443, 0.06051060652889517, 5, 3
31, 157.9, 1.2320720911815952, 0.27271157167272864, 4.1973508253442535, 5, 3
32, 113.5, 0.8856249674016824, 0.19602763385468505, 3.0014358914538355, 5, 3
33, 74.2, 0.5789724456195328, 0.12815198617857046, 1.9848140084697363, 5, 3
34, 72.2, 0.5633667193364957, 0.12469775474828142, 1.931314978591846, 5, 3
35, 6.6, 0.0514988967645432, 0.011398963726709543, 0.17625310614735992, 5, 3
36, 15.9, 0.1240655240831294, 0.027461139900233463, 0.4246097557186398, 5, 3
37, 16.1, 0.1256260967070729, 0.027806563042297266, 0.42995075893522655, 5, 3
38, 10.3, 0.0803694904383037, 0.01778929188384293, 0.27506166565421325, 5, 3
39, 10.6, 0.08271034937421896, 0.018307426596938636, 0.28307317047909314, 5, 3
40, 13.6, 0.1061189388205753, 0.023488773747197704, 0.3631882187278932, 5, 3
41, 517.8, 4.040322538432385, 0.8943005181327848, 13.829487430166914, 5, 3
42, 447.7, 3.4933418316908975, 0.7732297063858243, 11.957245118744163, 5, 3
43, 112.5, 0.8778221042383629, 0.19430051813471502, 2.9749915223661367, 5, 3
44, 532.1, 4.151903481480365, 0.9189982728868569, 14.211414178431472, 5, 3
45, 56.7, 0.4424223405448553, 0.09792746114182657, 1.5166974970381948, 5, 3
46, 57.0, 0.4447631994807706, 0.09844559585492228, 1.5247223515198784, 5, 3
47, 57.6, 0.4494449173526011, 0.09948186528111369, 1.5407720604832458, 5, 3
48, 117.7, 0.9183969925916997, 0.20328151985732693, 3.1125022416221717, 5, 3
49, 136.8, 1.067431678745129, 0.23626943004988327, 3.6175896911972227, 5, 3
50, 149.0, 1.162626609154498, 0.2573402417929833, 3.9402109940671495, 5, 3
51, 112.2, 0.8754812453024478, 0.19378238342161933, 2.9670582116398267, 5, 3
52, 1.7, 0.013264867347121677, 0.002936096717193337, 0.046758195954146264, 5, 3
53, 86.5, 0.6749476623844753, 0.14939550950235345, 2.2874379260859627, 5, 3
