algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 145.648226, 13519986.120386, 79417.980024, 12290.896473, 103925, 1039250, 130.093684, 0.764186, 10.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[12648001.387962, 14648001.387962, 12648001.387962, 10648001.387962, 10648001.387962, 10648001.387962, 14648001.387962, 6648001.387961, 2648001.387962, 10648001.387962]", 226481.757255, 2.179281, 0.118267, 74719.561979, 0.718976, 12071.416179, 0.116155, 4687345.585993, 45.103157, 12167987.508348
alg1_c, 0.121485, 13519986.120386, 79417.980024, 12290.896473, 103925, 1039250, 130.093684, 0.764186, 10.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[12648001.387962, 14648001.387962, 12648001.387962, 10648001.387962, 10648001.387962, 10648001.387962, 14648001.387962, 6648001.387961, 2648001.387962, 10648001.387962]", 226481.757255, 2.179281, 0.118267, 74719.561979, 0.718976, 12071.416179, 0.116155, 4687345.585993, 45.103157, 12167987.508348
alg_bogdan, 0.158932, 18251981.262521, 93844.548141, 38096.891968, 103925, 311775, 175.626474, 0.903003, 3.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[11218528.547993, 11218536.846772, 11218431.048056, 11218431.249482, 11218560.899353, 11218537.849545, 11218559.396982, 8000000.000000, 4000000.000000, 11218432.899296]", 283815.999537, 2.730969, 0.366581, 89255.904100, 0.858849, 37596.258004, 0.361763, 6663119.951183, 64.114698, 12167987.508348
hdfs_3_replication_c, 0.056785, 36503962.525043, 160022.422518, 58499.939944, 103925, 311775, 351.252947, 1.539788, 3.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[1832012.491652, 3832012.491652, 1832012.491652, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 339192.085174, 3.263816, 0.562905, 145517.008633, 1.400212, 60237.561923, 0.579625, 6976122.425045, 67.126509, 12167987.508348
hdfs_rs_3_2_c, 0.074597, 20279979.180579, 94945.141324, 21015.522467, 103925, 519625, 195.140526, 0.913593, 5.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[9944004.163885, 11944004.163885, 9944004.163885, 7944004.163885, 7944004.163885, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 322810.873094, 3.106191, 0.202218, 88270.334604, 0.849366, 20079.187308, 0.193208, 6411615.463562, 61.694640, 12167987.508348
hdfs_rs_6_3_c, 0.130912, 18251981.262521, 100690.625326, 18107.124268, 103925, 935325, 175.626474, 0.968878, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[11972002.081941, 13972002.081941, 11972002.081941, 9972002.081941, 9972002.081941, 9972002.081941, 13972002.081941, 5972002.081942, 1972002.081942, 12000000.000000]", 345424.534570, 3.323787, 0.174233, 93972.218700, 0.904231, 15248.104647, 0.146722, 5595604.014459, 53.842714, 12167987.508348
hdfs_rs_4_2_c, 0.082269, 18251981.262521, 87219.365872, 16010.509879, 103925, 623550, 175.626474, 0.839253, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[10958003.122913, 12958003.122913, 10958003.122913, 8958003.122913, 8958003.122913, 8958003.122913, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 314620.267054, 3.027378, 0.154058, 82297.972525, 0.791898, 16095.221572, 0.154873, 6129361.982821, 58.978706, 12167987.508348
hdfs_rs_0_0_c, 0.136799, 18251981.262521, 100690.625326, 18107.124268, 103925, 935325, 175.626474, 0.968878, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[11972002.081941, 13972002.081941, 11972002.081941, 9972002.081941, 9972002.081941, 9972002.081941, 13972002.081941, 5972002.081942, 1972002.081942, 12000000.000000]", 345424.534570, 3.323787, 0.174233, 93972.218700, 0.904231, 15248.104647, 0.146722, 5595604.014459, 53.842714, 12167987.508348
glusterfs_6_4_c, 0.090076, 18251981.262521, 87219.365872, 16010.509879, 103925, 623550, 175.626474, 0.839253, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[10958003.122913, 12958003.122913, 10958003.122913, 8958003.122913, 8958003.122913, 8958003.122913, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 314620.267054, 3.027378, 0.154058, 82297.972525, 0.791898, 16095.221572, 0.154873, 6129361.982821, 58.978706, 12167987.508348
glusterfs_0_0_c, 0.081101, 18251981.262521, 87219.365872, 16010.509879, 103925, 623550, 175.626474, 0.839253, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[10958003.122913, 12958003.122913, 10958003.122913, 8958003.122913, 8958003.122913, 8958003.122913, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 314620.267054, 3.027378, 0.154058, 82297.972525, 0.791898, 16095.221572, 0.154873, 6129361.982821, 58.978706, 12167987.508348
daos_1_0_c, 0.110346, 13688985.946891, 75517.968994, 13580.343201, 103925, 935325, 131.719855, 0.726658, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[12479001.561457, 14479001.561457, 12479001.561457, 10479001.561457, 10479001.561457, 10479001.561457, 14479001.561457, 6479001.561457, 2479001.561457, 12000000.000000]", 234672.363296, 2.258093, 0.130674, 70479.164025, 0.678173, 11436.078485, 0.110042, 4969599.066734, 47.819091, 12167987.508348
daos_2_0_c, 0.135304, 15209984.385435, 89345.227527, 13827.258532, 103925, 1039250, 146.355395, 0.859709, 10.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[12479001.561457, 14479001.561457, 12479001.561457, 10479001.561457, 10479001.561457, 10479001.561457, 14479001.561457, 6479001.561457, 2479001.561457, 10479001.561457]", 281857.842893, 2.712127, 0.133050, 84059.507226, 0.808848, 13580.343201, 0.130674, 5000348.059855, 48.114968, 12167987.508348
