algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 679.150268, 119999990.739611, 668756.257444, 154526.713021, 652179, 4512039, 183.998551, 1.025418, 6.918406, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.027642, 0.005616, 0.004846, 0.035633, 2.543735, 0.208807, 0.168622, 1.680235, 4.470550, 0.114744]", 2054682.696649, 3.150489, 0.236939, 636050.540678, 0.975270, 151993.226355, 0.233054, 4279107.002069, 6.561246, 76356638.352489
alg1_c, 2.854209, 115999997.416593, 647282.171714, 120995.667311, 649139, 5739734, 178.698241, 0.997140, 8.842072, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.594715, 2000000.594714, 0.594715, 0.046045, 0.046045, 0.046045, 2000000.594714, 0.008780, 0.011544, 0.046045]", 2147361.292115, 3.308015, 0.186394, 615194.973229, 0.947709, 118907.559387, 0.183177, 4722302.790596, 7.274717, 75999998.652095
alg_bogdan, 6.062278, 119999957.869037, 668756.093062, 207005.869287, 530796, 2483539, 226.075475, 1.259912, 4.678895, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.432140, 0.008947, 0.208675, 25.050333, 0.248087, 0.066468, 0.257924, 15.327670, 0.010549, 0.520166]", 1708403.706074, 3.218569, 0.389991, 636050.377152, 1.198295, 201088.465700, 0.378843, 2933909.150814, 5.527376, 62143672.042707
hdfs_3_replication_c, 9.276515, 102000167.770298, 530229.349607, 196393.564678, 290430, 871290, 351.203966, 1.825670, 3.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[1.090283, 1.288918, 1.090283, 1.292027, 0.092027, 1.391892, 7999875.994258, 0.194258, 1.097144, 9999948.698614]", 947777.990808, 3.263361, 0.676217, 499707.212254, 1.720577, 191718.359880, 0.660119, 1358655.969562, 4.678084, 34000055.923433
hdfs_rs_3_2_c, 1.431452, 79999997.888311, 393447.017913, 95528.452732, 409962, 2049810, 195.140032, 0.959716, 5.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.157116, 0.422339, 0.157116, 0.191758, 10000000.265223, 8000000.230581, 0.422339, 6000000.265222, 4000000.000000, 12000000.000000]", 1273417.618103, 3.106185, 0.233018, 372190.776538, 0.907867, 94117.644574, 0.229577, 2352434.624531, 5.738177, 47999998.732987
hdfs_rs_6_3_c, 0.680623, 71999998.099480, 397851.425714, 72077.920160, 409962, 3689658, 175.626029, 0.970459, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[6000000.211168, 8000000.211167, 6000000.211168, 4000000.211168, 4000000.211168, 4000000.211168, 8000000.211167, 0.211169, 0.013953, 8000000.197215]", 1362622.871803, 3.323778, 0.175816, 376338.555814, 0.917984, 65789.471818, 0.160477, 3005448.842083, 7.331042, 47999998.732987
hdfs_rs_4_2_c, 1.474852, 71999998.099480, 419699.645397, 109090.906211, 409962, 2459772, 175.626029, 1.023753, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 4000000.316753, 2000000.316753, 0.316753, 12000000.000000, 0.316753, 4000000.316753, 8000000.000000, 4000000.000000, 0.316753]", 1241107.391092, 3.027372, 0.266100, 413998.069552, 1.009845, 107142.854315, 0.261348, 2569601.405744, 6.267901, 47999998.732987
hdfs_rs_0_0_c, 0.685286, 71999998.099480, 397851.425714, 72077.920160, 409962, 3689658, 175.626029, 0.970459, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[6000000.211168, 8000000.211167, 6000000.211168, 4000000.211168, 4000000.211168, 4000000.211168, 8000000.211167, 0.211169, 0.013953, 8000000.197215]", 1362622.871803, 3.323778, 0.175816, 376338.555814, 0.917984, 65789.471818, 0.160477, 3005448.842083, 7.331042, 47999998.732987
glusterfs_6_4_c, 1.464123, 71999998.099480, 419699.645397, 109090.906211, 409962, 2459772, 175.626029, 1.023753, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 4000000.316753, 2000000.316753, 0.316753, 12000000.000000, 0.316753, 4000000.316753, 8000000.000000, 4000000.000000, 0.316753]", 1241107.391092, 3.027372, 0.266100, 413998.069552, 1.009845, 107142.854315, 0.261348, 2569601.405744, 6.267901, 47999998.732987
glusterfs_0_0_c, 1.473756, 71999998.099480, 419699.645397, 109090.906211, 409962, 2459772, 175.626029, 1.023753, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 4000000.316753, 2000000.316753, 0.316753, 12000000.000000, 0.316753, 4000000.316753, 8000000.000000, 4000000.000000, 0.316753]", 1241107.391092, 3.027372, 0.266100, 413998.069552, 1.009845, 107142.854315, 0.261348, 2569601.405744, 6.267901, 47999998.732987
