algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 1209.088001, 111999996.344966, 645707.108144, 150477.212762, 786206, 4828080, 142.456298, 0.821295, 6.140986, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.110404, 1.238453, 0.007974, 0.220682, 0.145405, 0.167913, 1.325862, 0.318331, 0.087439, 0.032605]", 1938731.233730, 2.465933, 0.191397, 639079.383187, 0.812865, 154778.283234, 0.196867, 5490513.719116, 6.983556, 92047003.163108
alg1_c, 2.003334, 107999997.272862, 627015.523632, 115714.280877, 802867, 6475516, 134.517918, 0.780971, 8.065490, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.591618, 4000000.591620, 0.102313, 0.118300, 0.195642, 0.064256, 0.178566, 0.180353, 0.591618, 0.112844]", 1872027.690974, 2.331678, 0.144126, 620979.839489, 0.773453, 120689.650072, 0.150323, 6332826.216457, 7.887765, 93999997.864469
alg_bogdan, 4.532368, 111999998.960904, 645707.121971, 206754.774178, 709424, 3453504, 157.874556, 0.910185, 4.868039, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.089758, 0.153163, 0.055238, 0.123203, 0.123219, 0.077656, 0.099186, 0.010318, 0.194139, 0.113234]", 1813417.301887, 2.556183, 0.291440, 639079.396683, 0.900843, 210136.759122, 0.296208, 4524329.488895, 6.377469, 83058902.257001
hdfs_3_replication_c, 1.469434, 101999318.770304, 565702.847264, 203473.492571, 290406, 871219, 351.230067, 1.947972, 3.000003, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[52.290283, 44.187631, 124.691726, 2.793289, 75.194733, 81.391775, 99.591550, 0.000000, 10000099.591550, 101.497159]", 947769.970419, 3.263603, 0.700652, 552868.353975, 1.903777, 199105.271403, 0.685610, 1358645.404126, 4.678434, 33999772.923435
hdfs_rs_3_2_c, 0.644788, 99999997.901755, 551801.780189, 129549.750946, 512462, 2562310, 195.136416, 1.076766, 5.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.157116, 0.287632, 0.191758, 0.159802, 0.027906, 0.391742, 2000000.259847, 0.227890, 8000000.262534, 2000000.132017]", 1591773.240316, 3.106129, 0.252799, 543380.372919, 1.060333, 131814.842665, 0.257219, 2940542.237426, 5.738069, 59999998.741055
hdfs_rs_6_3_c, 0.750358, 71999998.099480, 409809.548079, 63999.998311, 409962, 3689658, 175.626029, 0.999628, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[6000000.211168, 10000000.211168, 4000000.211168, 2000000.211169, 0.211169, 4000000.211168, 4000000.211168, 0.211169, 6000000.211168, 4000000.000000]", 1362622.871803, 3.323778, 0.156112, 408781.777728, 0.997121, 68965.515421, 0.168224, 3005448.842083, 7.331042, 47999998.732987
hdfs_rs_4_2_c, 0.677643, 83999998.107546, 452013.808564, 88119.619486, 478311, 2869866, 175.617952, 0.945021, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.315409, 4000000.315409, 0.316753, 0.293159, 0.144487, 0.316753, 6000000.170922, 4000000.022250, 11999999.998656, 1999999.998656]", 1447958.994201, 3.027233, 0.184231, 442406.256672, 0.924934, 88220.909624, 0.184443, 2997862.668514, 6.267601, 55999998.738364
hdfs_rs_0_0_c, 0.756897, 71999998.099480, 409809.548079, 63999.998311, 409962, 3689658, 175.626029, 0.999628, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[6000000.211168, 10000000.211168, 4000000.211168, 2000000.211169, 0.211169, 4000000.211168, 4000000.211168, 0.211169, 6000000.211168, 4000000.000000]", 1362622.871803, 3.323778, 0.156112, 408781.777728, 0.997121, 68965.515421, 0.168224, 3005448.842083, 7.331042, 47999998.732987
glusterfs_6_4_c, 0.724292, 83999998.107546, 452013.808564, 88119.619486, 478311, 2869866, 175.617952, 0.945021, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.315409, 4000000.315409, 0.316753, 0.293159, 0.144487, 0.316753, 6000000.170922, 4000000.022250, 11999999.998656, 1999999.998656]", 1447958.994201, 3.027233, 0.184231, 442406.256672, 0.924934, 88220.909624, 0.184443, 2997862.668514, 6.267601, 55999998.738364
glusterfs_0_0_c, 0.706863, 83999998.107546, 452013.808564, 88119.619486, 478311, 2869866, 175.617952, 0.945021, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[0.315409, 4000000.315409, 0.316753, 0.293159, 0.144487, 0.316753, 6000000.170922, 4000000.022250, 11999999.998656, 1999999.998656]", 1447958.994201, 3.027233, 0.184231, 442406.256672, 0.924934, 88220.909624, 0.184443, 2997862.668514, 6.267601, 55999998.738364
daos_1_0_c, 1.046712, 35999999.349808, 208619.061395, 35714.285069, 273342, 2460078, 131.703139, 0.763216, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[10000000.072244, 14000000.072244, 8000000.072244, 6000000.072244, 4000000.072244, 8000000.072244, 8000000.072244, 4000000.072244, 14000000.000000, 0.072244]", 617153.580856, 2.257807, 0.130658, 199983.319997, 0.731623, 30075.187427, 0.110028, 2291161.509735, 8.382032, 31999999.422051
daos_2_0_c, 0.585362, 39999999.277564, 240619.060817, 35714.285069, 273342, 2733420, 146.336821, 0.880286, 10.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[10000000.072244, 14000000.072244, 8000000.072244, 6000000.072244, 4000000.072244, 8000000.072244, 8000000.072244, 4000000.072244, 10000000.072244, 0.072244]", 741244.467359, 2.711784, 0.130658, 234466.077995, 0.857776, 34482.757998, 0.126152, 2292171.112570, 8.385726, 31999999.422051
