algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 1098.439544, 119999999.411993, 668756.321002, 149700.714499, 861614, 6136540, 139.273502, 0.776167, 7.122145, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.168378, 0.144138, 0.023639, 0.070826, 0.005091, 0.008554, 0.009076, 0.020988, 0.031935, 0.105395]", 2072433.577844, 2.405292, 0.173745, 636050.597095, 0.738208, 147164.782191, 0.170801, 6369833.670860, 7.392909, 100878172.269102
alg_bogdan, 3.739685, 119999998.390215, 668756.314041, 223254.464960, 757597, 3741142, 158.395556, 0.882734, 4.938169, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.091078, 0.029251, 0.073871, 0.227125, 0.104456, 0.220136, 0.000357, 0.419211, 0.312163, 0.132124]", 1930992.372151, 2.548838, 0.294688, 636050.590550, 0.839563, 218611.272800, 0.288559, 4868614.861822, 6.426391, 88698180.660736
alg1_c, 1.235732, 115999998.531473, 647282.177018, 120995.668959, 871171, 7652812, 133.154109, 0.743002, 8.784512, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.338577, 2000000.338576, 0.338577, 0.006668, 0.006668, 0.006668, 2000000.338576, 0.023664, 0.063920, 0.006668]", 1981986.318200, 2.275083, 0.138889, 615194.978264, 0.706170, 118907.561013, 0.136492, 7203567.427470, 8.268833, 101999998.870023
least_used_node, 4.170248, 119999998.515423, 668756.314719, 281248.334950, 683255, 2049771, 175.629887, 0.978780, 3.000009, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.040103, 0.206825, 0.023521, 0.142587, 0.023544, 0.209856, 0.323544, 0.077653, 0.160993, 0.275950]", 1865988.719147, 2.731028, 0.411630, 636050.590943, 0.930912, 272227.515181, 0.398427, 3556262.884881, 5.204884, 80000039.454726
hdfs_3_replication_c, 9.330747, 102000167.770298, 530229.349607, 196393.564678, 290430, 871290, 351.203966, 1.825670, 3.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[1.090283, 1.288918, 1.090283, 1.292027, 0.092027, 1.391892, 7999875.994258, 0.194258, 1.097144, 9999948.698614]", 947777.990808, 3.263361, 0.676217, 499707.212254, 1.720577, 191718.359880, 0.660119, 1358655.969562, 4.678084, 34000055.923433
hdfs_rs_3_2_c, 0.539722, 89999998.561840, 462354.225442, 110119.886816, 461224, 2306120, 195.132947, 1.002450, 5.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.157116, 0.422339, 0.157116, 0.191758, 0.191758, 6000000.095874, 10000000.095875, 4000000.130516, 0.130516, 9999999.865294]", 1432594.138019, 3.106070, 0.238756, 432665.906267, 0.938082, 104065.381782, 0.225629, 2646486.143361, 5.737963, 53999999.137105
glusterfs_6_4_c, 0.593129, 83999998.107546, 412320.186099, 81015.035939, 478311, 2869866, 175.617952, 0.862034, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.315409, 2000000.315409, 0.315409, 0.316753, 0.316753, 0.316753, 13999999.998656, 5999999.998656, 1999999.998656, 12000000.000000]", 1447958.994201, 3.027233, 0.169377, 387132.172488, 0.809373, 78529.655811, 0.164181, 2997862.668514, 6.267601, 55999998.738364
hdfs_rs_6_3_c, 0.681648, 71999998.099480, 397851.425714, 72077.920160, 409962, 3689658, 175.626029, 0.970459, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[6000000.211168, 8000000.211167, 6000000.211168, 4000000.211168, 4000000.211168, 4000000.211168, 8000000.211167, 0.211169, 0.013953, 8000000.197215]", 1362622.871803, 3.323778, 0.175816, 376338.555814, 0.917984, 65789.471818, 0.160477, 3005448.842083, 7.331042, 47999998.732987
hdfs_rs_4_2_c, 0.595469, 83999998.107546, 412320.186099, 81015.035939, 478311, 2869866, 175.617952, 0.862034, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[0.315409, 2000000.315409, 0.315409, 0.316753, 0.316753, 0.316753, 13999999.998656, 5999999.998656, 1999999.998656, 12000000.000000]", 1447958.994201, 3.027233, 0.169377, 387132.172488, 0.809373, 78529.655811, 0.164181, 2997862.668514, 6.267601, 55999998.738364
hdfs_rs_0_0_c, 0.682210, 71999998.099480, 397851.425714, 72077.920160, 409962, 3689658, 175.626029, 0.970459, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[6000000.211168, 8000000.211167, 6000000.211168, 4000000.211168, 4000000.211168, 4000000.211168, 8000000.211167, 0.211169, 0.013953, 8000000.197215]", 1362622.871803, 3.323778, 0.175816, 376338.555814, 0.917984, 65789.471818, 0.160477, 3005448.842083, 7.331042, 47999998.732987
