ID, Size, Total Transfer Time, Transfer Time Parralelized, Chunking Time, N, K, Total Read Time, Read Time Parralelized, Reconstruct Time
0, 180.500000, 1.408417, 0.311744, 4.798112, 5, 3, 1.309403, 0.297855, 87.318154
1, 124.099998, 0.968335, 0.214335, 3.281746, 5, 3, 0.900260, 0.204785, 72.577477
2, 10.300000, 0.080369, 0.017789, 0.275062, 5, 3, 0.074719, 0.016997, 4.118035
3, 7.000000, 0.054620, 0.012090, 0.186935, 5, 3, 0.050780, 0.011551, 2.798664
4, 3.400000, 0.026530, 0.005872, 0.090797, 5, 3, 0.024665, 0.005611, 1.359351
5, 1.900000, 0.014825, 0.003282, 0.050740, 5, 3, 0.013783, 0.003135, 0.759637
6, 4.100000, 0.031992, 0.007081, 0.109491, 5, 3, 0.029743, 0.006766, 1.639218
7, 2.900000, 0.022628, 0.005009, 0.077445, 5, 3, 0.021037, 0.004785, 1.159447
8, 3.700000, 0.028871, 0.006390, 0.098809, 5, 3, 0.026841, 0.006106, 1.479294
9, 191.800003, 1.496589, 0.331261, 5.098492, 5, 3, 1.391376, 0.316502, 92.784611
10, 158.300003, 1.235193, 0.273402, 4.207984, 5, 3, 1.148357, 0.261221, 76.578749
11, 2.200000, 0.017166, 0.003800, 0.058481, 5, 3, 0.015959, 0.003630, 1.064266
12, 165.899994, 1.294495, 0.286528, 4.410009, 5, 3, 1.203490, 0.273762, 80.255298
13, 192.600006, 1.502831, 0.332642, 5.119758, 5, 3, 1.397180, 0.317822, 93.171618
14, 856.099976, 6.680031, 1.478584, 22.864859, 5, 3, 6.210413, 1.412706, 486.386863
15, 71.400002, 0.557124, 0.123316, 1.909915, 5, 3, 0.517958, 0.117822, 28.328284
16, 65.300003, 0.509527, 0.112781, 1.746743, 5, 3, 0.473706, 0.107756, 25.908081
17, 56.099998, 0.437741, 0.096891, 1.500648, 5, 3, 0.406967, 0.092574, 22.257937
18, 107.400002, 0.838028, 0.185492, 2.840125, 5, 3, 0.779113, 0.177228, 62.810808
19, 115.500000, 0.901231, 0.199482, 3.054325, 5, 3, 0.837873, 0.190594, 67.547935
20, 123.300003, 0.962093, 0.212953, 3.260591, 5, 3, 0.894456, 0.203465, 72.109616
21, 9.400000, 0.073347, 0.016235, 0.251027, 5, 3, 0.068190, 0.015512, 3.758206
22, 92.199997, 0.719424, 0.159240, 2.438171, 5, 3, 0.668847, 0.152145, 53.921380
23, 124.000000, 0.967555, 0.214162, 3.279102, 5, 3, 0.899534, 0.204620, 72.518995
24, 203.500000, 1.587883, 0.351468, 5.409505, 5, 3, 1.476252, 0.335809, 98.444567
25, 110.900002, 0.865338, 0.191537, 2.932681, 5, 3, 0.804503, 0.183003, 64.857715
26, 124.599998, 0.972237, 0.215199, 3.294968, 5, 3, 0.903887, 0.205611, 72.869893
27, 187.199997, 1.460696, 0.323316, 4.976213, 5, 3, 1.358007, 0.308911, 90.559325
28, 75.099998, 0.585995, 0.129706, 2.008889, 5, 3, 0.544799, 0.123927, 29.796275
29, 153.399994, 1.196959, 0.264940, 4.077730, 5, 3, 1.112811, 0.253135, 74.208334
30, 2.200000, 0.017166, 0.003800, 0.058481, 5, 3, 0.015959, 0.003630, 1.064266
31, 157.899994, 1.232072, 0.272712, 4.197351, 5, 3, 1.145455, 0.260561, 76.385241
32, 113.500000, 0.885625, 0.196028, 3.001436, 5, 3, 0.823364, 0.187294, 66.378274
33, 74.199997, 0.578972, 0.128152, 1.984814, 5, 3, 0.538270, 0.122442, 29.439196
34, 72.199997, 0.563367, 0.124698, 1.931315, 5, 3, 0.523761, 0.119142, 28.645686
35, 6.600000, 0.051499, 0.011399, 0.176253, 5, 3, 0.047878, 0.010891, 2.638741
36, 15.900000, 0.124066, 0.027461, 0.424610, 5, 3, 0.115344, 0.026238, 6.356966
37, 16.100000, 0.125626, 0.027807, 0.429951, 5, 3, 0.116794, 0.026568, 6.436928
