algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 10.653665, 1081598.889631, 6353.438402, 983.271718, 8314, 83140, 130.093684, 0.764186, 10.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13891840.111037, 15891840.111037, 13891840.111037, 11891840.111037, 11891840.111037, 11891840.111037, 15891840.111037, 7891840.111037, 3891840.111037, 11891840.111037]", 18118.540580, 2.179281, 0.118267, 5977.564958, 0.718976, 965.713294, 0.116155, 374987.646879, 45.103157, 973439.000668
alg1_c, 0.009027, 1081598.889631, 6353.438402, 983.271718, 8314, 83140, 130.093684, 0.764186, 10.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13891840.111037, 15891840.111037, 13891840.111037, 11891840.111037, 11891840.111037, 11891840.111037, 15891840.111037, 7891840.111037, 3891840.111037, 11891840.111037]", 18118.540580, 2.179281, 0.118267, 5977.564958, 0.718976, 965.713294, 0.116155, 374987.646879, 45.103157, 973439.000668
alg_bogdan, 0.012745, 1460158.501002, 7262.063803, 2897.139883, 8314, 24942, 175.626474, 0.873474, 3.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13756700.099827, 15513280.499666, 13756580.399840, 12000000.000000, 12000000.000000, 12000000.000000, 15513280.499666, 8000000.000000, 4000000.000000, 12000000.000000]", 22705.279963, 2.730969, 0.348465, 6879.725613, 0.827487, 2863.055884, 0.344366, 533049.596095, 64.114698, 973439.000668
hdfs_3_replication_c, 0.005673, 2920317.002003, 12801.793801, 4679.995196, 8314, 24942, 351.252947, 1.539788, 3.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13026560.999332, 15026560.999332, 13026560.999332, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 27135.366814, 3.263816, 0.562905, 11641.360691, 1.400212, 4819.004954, 0.579625, 558089.794004, 67.126509, 973439.000668
hdfs_rs_3_2_c, 0.005706, 1622398.334446, 7595.611306, 1681.241797, 8314, 41570, 195.140526, 0.913593, 5.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13675520.333111, 15675520.333111, 13675520.333111, 11675520.333111, 11675520.333111, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 25824.869848, 3.106191, 0.202218, 7061.626768, 0.849366, 1606.334985, 0.193208, 512929.237085, 61.694640, 973439.000668
hdfs_rs_6_3_c, 0.009833, 1460158.501002, 8055.250026, 1448.569941, 8314, 74826, 175.626474, 0.968878, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13837760.166555, 15837760.166555, 13837760.166555, 11837760.166555, 11837760.166555, 11837760.166555, 15837760.166555, 7837760.166555, 3837760.166555, 12000000.000000]", 27633.962766, 3.323787, 0.174233, 7517.777496, 0.904231, 1219.848372, 0.146722, 447648.321157, 53.842714, 973439.000668
hdfs_rs_4_2_c, 0.006358, 1460158.501002, 6977.549270, 1280.840790, 8314, 49884, 175.626474, 0.839253, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13756640.249833, 15756640.249833, 13756640.249833, 11756640.249833, 11756640.249833, 11756640.249833, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 25169.621364, 3.027378, 0.154058, 6583.837802, 0.791898, 1287.617726, 0.154873, 490348.958626, 58.978706, 973439.000668
hdfs_rs_0_0_c, 0.010778, 1460158.501002, 8055.250026, 1448.569941, 8314, 74826, 175.626474, 0.968878, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13837760.166555, 15837760.166555, 13837760.166555, 11837760.166555, 11837760.166555, 11837760.166555, 15837760.166555, 7837760.166555, 3837760.166555, 12000000.000000]", 27633.962766, 3.323787, 0.174233, 7517.777496, 0.904231, 1219.848372, 0.146722, 447648.321157, 53.842714, 973439.000668
glusterfs_6_4_c, 0.008509, 1460158.501002, 6977.549270, 1280.840790, 8314, 49884, 175.626474, 0.839253, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13756640.249833, 15756640.249833, 13756640.249833, 11756640.249833, 11756640.249833, 11756640.249833, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 25169.621364, 3.027378, 0.154058, 6583.837802, 0.791898, 1287.617726, 0.154873, 490348.958626, 58.978706, 973439.000668
glusterfs_0_0_c, 0.006465, 1460158.501002, 6977.549270, 1280.840790, 8314, 49884, 175.626474, 0.839253, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13756640.249833, 15756640.249833, 13756640.249833, 11756640.249833, 11756640.249833, 11756640.249833, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 25169.621364, 3.027378, 0.154058, 6583.837802, 0.791898, 1287.617726, 0.154873, 490348.958626, 58.978706, 973439.000668
daos_1_0_c, 0.009503, 1095118.875751, 6041.437520, 1086.427456, 8314, 74826, 131.719855, 0.726658, 9.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13878320.124917, 15878320.124917, 13878320.124917, 11878320.124917, 11878320.124917, 11878320.124917, 15878320.124917, 7878320.124917, 3878320.124917, 12000000.000000]", 18773.789064, 2.258093, 0.130674, 5638.333122, 0.678173, 914.886279, 0.110042, 397567.925339, 47.819091, 973439.000668
daos_2_0_c, 0.010623, 1216798.750835, 7147.618202, 1106.180683, 8314, 83140, 146.355395, 0.859709, 10.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[13878320.124917, 15878320.124917, 13878320.124917, 11878320.124917, 11878320.124917, 11878320.124917, 15878320.124917, 7878320.124917, 3878320.124917, 11878320.124917]", 22548.627431, 2.712127, 0.133050, 6724.760578, 0.808848, 1086.427456, 0.130674, 400027.844788, 48.114968, 973439.000668
