ID, Size, Total Transfer Time, Transfer Time Parralelized, Chunking Time, N, K, Total Read Time, Read Time Parralelized, Reconstruct Time
0, 180.500000, 1.120234, 0.201451, 3.476093, 9, 8, 1.045488, 0.169643, 66.196591
1, 124.099998, 0.770200, 0.138504, 2.390435, 9, 8, 0.718809, 0.116635, 57.121810
2, 10.300000, 0.063925, 0.011496, 0.202385, 9, 8, 0.059659, 0.009680, 3.183860
3, 7.000000, 0.043444, 0.007812, 0.137543, 9, 8, 0.040545, 0.006579, 2.163788
4, 3.400000, 0.021101, 0.003795, 0.066807, 9, 8, 0.019693, 0.003195, 1.050983
5, 1.900000, 0.011792, 0.002121, 0.037333, 9, 8, 0.011005, 0.001786, 0.587314
6, 4.100000, 0.025446, 0.004576, 0.080561, 9, 8, 0.023748, 0.003853, 1.267362
7, 2.900000, 0.017998, 0.003237, 0.056982, 9, 8, 0.016797, 0.002726, 0.896427
8, 3.700000, 0.022963, 0.004129, 0.072702, 9, 8, 0.021431, 0.003477, 1.143717
9, 191.800003, 1.190365, 0.214063, 3.693710, 9, 8, 1.110940, 0.180263, 70.340756
10, 158.300003, 0.982455, 0.176674, 3.048563, 9, 8, 0.916902, 0.148778, 58.054962
11, 2.200000, 0.013654, 0.002455, 0.042368, 9, 8, 0.012743, 0.002068, 0.806828
12, 165.899994, 1.029622, 0.185156, 3.194924, 9, 8, 0.960922, 0.155921, 60.842183
13, 192.600006, 1.195330, 0.214955, 3.709117, 9, 8, 1.115574, 0.181015, 70.634149
14, 856.099976, 5.313198, 0.955469, 16.627529, 9, 8, 4.958684, 0.804605, 370.383020
15, 71.400002, 0.443129, 0.079688, 1.405009, 9, 8, 0.413562, 0.067105, 22.839619
16, 65.300003, 0.405270, 0.072879, 1.284973, 9, 8, 0.378229, 0.061372, 20.888336
17, 56.099998, 0.348172, 0.062612, 1.103936, 9, 8, 0.324941, 0.052726, 17.945414
18, 107.400002, 0.666555, 0.119866, 2.068757, 9, 8, 0.622080, 0.100940, 49.434992
19, 115.500000, 0.716826, 0.128906, 2.224780, 9, 8, 0.668997, 0.108553, 53.163329
20, 123.300003, 0.765235, 0.137612, 2.375025, 9, 8, 0.714176, 0.115883, 56.753581
21, 9.400000, 0.058339, 0.010491, 0.184701, 9, 8, 0.054446, 0.008835, 2.905658
22, 92.199997, 0.572219, 0.102902, 1.775972, 9, 8, 0.534039, 0.086654, 42.438604
23, 124.000000, 0.769579, 0.138393, 2.388509, 9, 8, 0.718230, 0.116541, 57.075782
24, 203.500000, 1.262979, 0.227121, 3.919030, 9, 8, 1.178708, 0.191259, 74.631614
25, 110.900002, 0.688277, 0.123772, 2.136174, 9, 8, 0.642353, 0.104229, 51.046002
26, 124.599998, 0.773303, 0.139062, 2.400066, 9, 8, 0.721706, 0.117105, 57.351954
27, 187.199997, 1.161816, 0.208929, 3.605123, 9, 8, 1.084296, 0.175940, 68.653749
28, 75.099998, 0.466092, 0.083817, 1.477818, 9, 8, 0.434993, 0.070583, 24.023184
29, 153.399994, 0.952044, 0.171205, 2.954198, 9, 8, 0.888520, 0.144173, 56.257932
30, 2.200000, 0.013654, 0.002455, 0.042368, 9, 8, 0.012743, 0.002068, 0.806828
31, 157.899994, 0.979972, 0.176228, 3.040859, 9, 8, 0.914585, 0.148402, 57.908262
32, 113.500000, 0.704413, 0.126674, 2.186256, 9, 8, 0.657412, 0.106673, 52.242752
33, 74.199997, 0.460506, 0.082812, 1.460107, 9, 8, 0.429780, 0.069737, 23.735289
34, 72.199997, 0.448094, 0.080580, 1.420751, 9, 8, 0.418195, 0.067857, 23.095524
35, 6.600000, 0.040961, 0.007366, 0.129684, 9, 8, 0.038228, 0.006203, 2.040143
36, 15.900000, 0.098680, 0.017746, 0.312420, 9, 8, 0.092096, 0.014944, 4.914890
37, 16.100000, 0.099921, 0.017969, 0.316350, 9, 8, 0.093254, 0.015132, 4.976713
38, 10.300000, 0.063925, 0.011496, 0.202385, 9, 8, 0.059659, 0.009680, 3.183860
39, 10.600000, 0.065787, 0.011830, 0.208280, 9, 8, 0.061397, 0.009962, 3.276594
40, 13.600000, 0.084405, 0.015179, 0.267227, 9, 8, 0.078774, 0.012782, 4.203931
41, 517.799988, 3.213613, 0.577902, 10.056926, 9, 8, 2.999190, 0.486654, 224.020942
42, 447.700012, 2.778553, 0.499665, 8.695415, 9, 8, 2.593159, 0.420771, 193.692895
43, 112.500000, 0.698207, 0.125558, 2.166994, 9, 8, 0.651620, 0.105733, 51.782463
44, 532.099976, 3.302363, 0.593862, 10.334667, 9, 8, 3.082018, 0.500094, 230.207688
45, 56.700001, 0.351896, 0.063281, 1.115743, 9, 8, 0.328417, 0.053289, 18.137345
46, 57.000000, 0.353758, 0.063616, 1.121646, 9, 8, 0.330154, 0.053571, 18.233309
47, 57.599998, 0.357482, 0.064286, 1.133453, 9, 8, 0.333630, 0.054135, 18.425238
48, 117.699997, 0.730479, 0.131362, 2.267157, 9, 8, 0.681739, 0.110620, 54.175962
49, 136.800003, 0.849019, 0.152679, 2.635065, 9, 8, 0.792370, 0.128571, 62.967477
50, 149.000000, 0.924736, 0.166295, 2.870063, 9, 8, 0.863035, 0.140038, 68.582996
51, 112.199997, 0.696345, 0.125223, 2.161215, 9, 8, 0.649882, 0.105451, 51.644375
52, 1.700000, 0.010551, 0.001897, 0.032746, 9, 8, 0.009847, 0.001598, 0.782491
53, 86.500000, 0.536843, 0.096540, 1.666178, 9, 8, 0.501023, 0.081297, 39.814961
54, 89.000000, 0.552359, 0.099330, 1.714333, 9, 8, 0.515504, 0.083647, 40.965682
55, 26.500000, 0.164466, 0.029576, 0.520700, 9, 8, 0.153493, 0.024906, 8.191483
56, 8.600000, 0.053374, 0.009598, 0.168982, 9, 8, 0.049813, 0.008083, 2.658368
57, 4.000000, 0.024825, 0.004464, 0.078596, 9, 8, 0.023169, 0.003759, 1.236450
58, 160.000000, 0.993005, 0.178571, 3.081301, 9, 8, 0.926749, 0.150376, 58.678419
59, 7.500000, 0.046547, 0.008371, 0.147368, 9, 8, 0.043441, 0.007049, 2.318344
60, 6.500000, 0.040341, 0.007254, 0.127719, 9, 8, 0.037649, 0.006109, 2.009232
61, 6.300000, 0.039100, 0.007031, 0.123789, 9, 8, 0.036491, 0.005921, 1.947409
62, 154.600006, 0.959491, 0.172545, 2.977308, 9, 8, 0.895471, 0.145301, 56.698025
63, 74.099998, 0.459886, 0.082701, 1.458140, 9, 8, 0.429200, 0.069643, 23.703301
64, 2.200000, 0.013654, 0.002455, 0.043292, 9, 8, 0.012743, 0.002068, 0.703742
65, 152.899994, 0.948941, 0.170647, 2.944569, 9, 8, 0.885624, 0.143703, 56.074562
66, 72.300003, 0.448714, 0.080692, 1.422719, 9, 8, 0.418775, 0.067951, 23.127514
67, 190.000000, 1.179194, 0.212054, 3.659045, 9, 8, 1.100514, 0.178571, 69.680623
68, 123.199997, 0.764614, 0.137500, 2.373099, 9, 8, 0.713596, 0.115789, 56.707550
69, 214.699997, 1.332489, 0.239621, 4.134721, 9, 8, 1.243581, 0.201786, 78.739102
70, 13.100000, 0.081302, 0.014621, 0.257403, 9, 8, 0.075878, 0.012312, 4.049375
71, 2.000000, 0.012413, 0.002232, 0.039298, 9, 8, 0.011584, 0.001880, 0.618225
72, 186.000000, 1.154369, 0.207589, 3.582013, 9, 8, 1.077345, 0.174812, 68.213662
73, 119.900002, 0.744133, 0.133817, 2.309534, 9, 8, 0.694482, 0.112688, 55.188599
74, 123.300003, 0.765235, 0.137612, 2.375025, 9, 8, 0.714176, 0.115883, 56.753581
75, 51.200001, 0.317762, 0.057143, 1.007514, 9, 8, 0.296560, 0.048120, 16.377990
76, 73.099998, 0.453679, 0.081585, 1.438462, 9, 8, 0.423408, 0.068703, 23.383419
77, 7.600000, 0.047168, 0.008482, 0.149333, 9, 8, 0.044021, 0.007143, 2.349256
78, 63.900002, 0.396581, 0.071317, 1.257424, 9, 8, 0.370120, 0.060056, 20.440500
79, 1.800000, 0.011171, 0.002009, 0.035420, 9, 8, 0.010426, 0.001692, 0.575789
80, 85.300003, 0.529396, 0.095201, 1.643063, 9, 8, 0.494073, 0.080169, 39.262616
81, 118.500000, 0.735444, 0.132254, 2.282567, 9, 8, 0.686373, 0.111372, 54.544195
82, 164.399994, 1.020313, 0.183482, 3.166037, 9, 8, 0.952234, 0.154511, 60.292073
83, 2.300000, 0.014274, 0.002567, 0.044294, 9, 8, 0.013322, 0.002162, 0.843502
84, 160.300003, 0.994867, 0.178906, 3.087079, 9, 8, 0.928486, 0.150658, 58.788442
85, 71.000000, 0.440646, 0.079241, 1.397138, 9, 8, 0.411245, 0.066729, 22.711666
86, 191.399994, 1.187882, 0.213616, 3.686007, 9, 8, 1.108623, 0.179887, 70.194056
87, 124.199997, 0.770820, 0.138616, 2.392361, 9, 8, 0.719389, 0.116729, 57.167838
88, 214.600006, 1.331868, 0.239509, 4.132796, 9, 8, 1.243002, 0.201692, 78.702432
